epoch,user_idx,global_idx,self_gmm_clean,fedrn_final_clean,is_actual_clean,original_label,noisy_label,score_stage
150,0,19874,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4841,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35065,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4895,1,1,1,2,2,fedrn_neighbor_fusion
150,0,34729,1,1,1,2,2,fedrn_neighbor_fusion
150,0,54,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20308,1,1,1,2,2,fedrn_neighbor_fusion
150,0,27163,1,1,1,2,2,fedrn_neighbor_fusion
150,0,43057,1,1,1,2,2,fedrn_neighbor_fusion
150,0,10027,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4819,1,1,1,2,2,fedrn_neighbor_fusion
150,0,27204,1,1,1,2,2,fedrn_neighbor_fusion
150,0,483,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4730,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42774,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4703,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4677,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14756,1,1,1,2,2,fedrn_neighbor_fusion
150,0,281,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42821,1,1,1,2,2,fedrn_neighbor_fusion
150,0,34981,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26855,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35360,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20266,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26893,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26837,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26734,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20260,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14761,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20130,0,1,1,2,2,fedrn_neighbor_fusion
150,0,15419,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49724,1,1,1,2,2,fedrn_neighbor_fusion
150,0,18,1,1,1,2,2,fedrn_neighbor_fusion
150,0,5471,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49736,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49666,1,1,1,2,2,fedrn_neighbor_fusion
150,0,9933,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41767,1,1,1,2,2,fedrn_neighbor_fusion
150,0,43041,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35146,1,1,1,2,2,fedrn_neighbor_fusion
150,0,15214,1,1,1,2,2,fedrn_neighbor_fusion
150,0,27072,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20283,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26995,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14672,1,1,1,2,2,fedrn_neighbor_fusion
150,0,10057,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49693,1,1,1,2,2,fedrn_neighbor_fusion
150,0,34836,1,1,1,2,2,fedrn_neighbor_fusion
150,0,28238,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41721,0,0,1,2,2,fedrn_neighbor_fusion
150,0,42988,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14655,1,1,1,2,2,fedrn_neighbor_fusion
150,0,5296,1,1,1,2,2,fedrn_neighbor_fusion
150,0,15468,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42743,1,1,1,2,2,fedrn_neighbor_fusion
150,0,358,1,1,1,2,2,fedrn_neighbor_fusion
150,0,34698,1,1,1,2,2,fedrn_neighbor_fusion
150,0,288,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26961,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49536,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35216,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4616,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41972,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20426,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4604,1,1,1,2,2,fedrn_neighbor_fusion
150,0,27001,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35267,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19743,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20286,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42706,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42717,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42848,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19811,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41930,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19845,1,1,1,2,2,fedrn_neighbor_fusion
150,0,5309,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19806,1,1,1,2,2,fedrn_neighbor_fusion
150,0,27121,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41990,1,1,1,2,2,fedrn_neighbor_fusion
150,0,10240,1,1,1,2,2,fedrn_neighbor_fusion
150,0,15522,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42605,1,1,1,2,2,fedrn_neighbor_fusion
150,0,10160,1,1,1,2,2,fedrn_neighbor_fusion
150,0,34866,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41947,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14770,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19963,1,1,1,2,2,fedrn_neighbor_fusion
150,0,34734,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49617,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41884,1,1,1,2,2,fedrn_neighbor_fusion
150,0,5506,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19734,1,1,1,2,2,fedrn_neighbor_fusion
150,0,9917,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41802,1,1,1,2,2,fedrn_neighbor_fusion
150,0,27877,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4853,1,1,1,2,2,fedrn_neighbor_fusion
150,0,28031,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35111,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49449,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35363,1,1,1,2,2,fedrn_neighbor_fusion
150,0,34747,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20009,1,1,1,2,2,fedrn_neighbor_fusion
150,0,34653,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35309,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49558,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14720,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41856,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20183,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4633,0,1,1,2,2,fedrn_neighbor_fusion
150,0,4679,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20138,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19694,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14583,1,1,1,2,2,fedrn_neighbor_fusion
150,0,15277,1,1,1,2,2,fedrn_neighbor_fusion
150,0,5290,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20216,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41970,1,0,1,2,2,fedrn_neighbor_fusion
150,0,34885,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49549,1,1,1,2,2,fedrn_neighbor_fusion
150,0,28107,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26990,1,1,1,2,2,fedrn_neighbor_fusion
150,0,27966,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49329,1,1,1,2,2,fedrn_neighbor_fusion
150,0,5417,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20323,1,1,1,2,2,fedrn_neighbor_fusion
150,0,28173,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35104,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26795,1,1,1,2,2,fedrn_neighbor_fusion
150,0,13,1,1,1,2,2,fedrn_neighbor_fusion
150,0,15285,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49397,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4777,0,1,1,2,2,fedrn_neighbor_fusion
150,0,15464,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26960,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41681,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49995,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26696,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35259,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42694,1,1,1,2,2,fedrn_neighbor_fusion
150,0,403,1,1,1,2,2,fedrn_neighbor_fusion
150,0,9827,1,1,1,2,2,fedrn_neighbor_fusion
150,0,120,1,1,1,2,2,fedrn_neighbor_fusion
150,0,27521,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19915,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26768,1,1,1,2,2,fedrn_neighbor_fusion
150,0,9921,1,1,1,2,2,fedrn_neighbor_fusion
150,0,121,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35069,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35230,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19815,1,1,1,2,2,fedrn_neighbor_fusion
150,0,27484,1,1,1,2,2,fedrn_neighbor_fusion
150,0,28114,1,1,1,2,2,fedrn_neighbor_fusion
150,0,10217,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49755,1,1,1,2,2,fedrn_neighbor_fusion
150,0,5406,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26873,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19615,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42020,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35420,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14602,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20149,1,1,1,2,2,fedrn_neighbor_fusion
150,0,10241,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14559,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35075,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41890,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49560,1,1,1,2,2,fedrn_neighbor_fusion
150,0,28224,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20272,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49527,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14793,1,1,1,2,2,fedrn_neighbor_fusion
150,0,10204,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35448,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20318,1,1,1,2,2,fedrn_neighbor_fusion
150,0,28108,1,1,1,2,2,fedrn_neighbor_fusion
150,0,9858,1,1,1,2,2,fedrn_neighbor_fusion
150,0,34925,1,1,1,2,2,fedrn_neighbor_fusion
150,0,63,1,1,1,2,2,fedrn_neighbor_fusion
150,0,9989,1,1,1,2,2,fedrn_neighbor_fusion
150,0,9903,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14768,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42815,1,1,1,2,2,fedrn_neighbor_fusion
150,0,5294,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41991,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49457,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49858,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14769,1,1,1,2,2,fedrn_neighbor_fusion
150,0,9798,1,1,1,2,2,fedrn_neighbor_fusion
150,0,5386,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35353,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26891,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14620,1,1,1,2,2,fedrn_neighbor_fusion
150,0,10152,1,1,1,2,2,fedrn_neighbor_fusion
150,0,28112,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49987,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35107,1,1,1,2,2,fedrn_neighbor_fusion
150,0,47,0,1,1,2,2,fedrn_neighbor_fusion
150,0,42995,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20029,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19714,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19672,1,1,1,2,2,fedrn_neighbor_fusion
150,0,34996,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35405,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14595,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41716,1,1,1,2,2,fedrn_neighbor_fusion
150,0,15262,1,1,1,2,2,fedrn_neighbor_fusion
150,0,28225,1,1,1,2,2,fedrn_neighbor_fusion
150,0,10263,1,1,1,2,2,fedrn_neighbor_fusion
150,0,10180,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26803,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26730,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42861,0,1,1,2,2,fedrn_neighbor_fusion
150,0,35348,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19695,1,1,1,2,2,fedrn_neighbor_fusion
150,0,9802,1,1,1,2,2,fedrn_neighbor_fusion
150,0,10155,1,1,1,2,2,fedrn_neighbor_fusion
150,0,34789,1,1,1,2,2,fedrn_neighbor_fusion
150,0,15505,1,1,1,2,2,fedrn_neighbor_fusion
150,0,28327,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42014,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14739,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14715,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42775,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4588,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26982,1,1,1,2,2,fedrn_neighbor_fusion
150,0,15443,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19789,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35243,1,1,1,2,2,fedrn_neighbor_fusion
150,0,48,1,1,1,2,2,fedrn_neighbor_fusion
150,0,28116,1,1,1,2,2,fedrn_neighbor_fusion
150,0,402,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4748,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19916,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49328,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19611,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42765,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49877,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35451,1,1,1,2,2,fedrn_neighbor_fusion
150,0,34974,1,1,1,2,2,fedrn_neighbor_fusion
150,0,5299,1,1,1,2,2,fedrn_neighbor_fusion
150,0,34769,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35096,1,1,1,2,2,fedrn_neighbor_fusion
150,0,27103,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19964,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35460,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41790,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35226,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35063,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20125,1,1,1,2,2,fedrn_neighbor_fusion
150,0,27149,0,0,1,2,2,fedrn_neighbor_fusion
150,0,55,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41865,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49991,1,1,1,2,2,fedrn_neighbor_fusion
150,0,15310,1,1,1,2,2,fedrn_neighbor_fusion
150,0,335,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26760,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42986,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41834,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41933,1,1,1,2,2,fedrn_neighbor_fusion
150,0,9916,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42602,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42928,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41775,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19901,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4727,1,1,1,2,2,fedrn_neighbor_fusion
150,0,9979,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19655,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42942,1,1,1,2,2,fedrn_neighbor_fusion
150,0,34896,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4719,1,1,1,2,2,fedrn_neighbor_fusion
150,0,24,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49331,1,1,1,2,2,fedrn_neighbor_fusion
150,0,9940,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19700,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20212,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41860,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42746,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49972,1,1,1,2,2,fedrn_neighbor_fusion
150,0,218,1,1,1,2,2,fedrn_neighbor_fusion
150,0,123,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42792,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35362,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41999,1,1,1,2,2,fedrn_neighbor_fusion
150,0,9900,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20189,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20145,1,1,1,2,2,fedrn_neighbor_fusion
150,0,34651,1,1,1,2,2,fedrn_neighbor_fusion
150,0,15314,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4755,1,1,1,2,2,fedrn_neighbor_fusion
150,0,9790,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20533,0,1,1,2,2,fedrn_neighbor_fusion
150,0,34873,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14640,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35191,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4608,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14688,1,1,1,2,2,fedrn_neighbor_fusion
150,0,27076,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19737,1,1,1,2,2,fedrn_neighbor_fusion
150,0,28057,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26976,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49686,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49678,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4634,1,1,1,2,2,fedrn_neighbor_fusion
150,0,34654,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4830,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4888,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19785,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14697,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19998,1,1,1,2,2,fedrn_neighbor_fusion
150,0,15376,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20579,1,1,1,2,2,fedrn_neighbor_fusion
150,0,27895,1,1,1,2,2,fedrn_neighbor_fusion
150,0,171,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42891,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35319,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4620,1,1,1,2,2,fedrn_neighbor_fusion
150,0,41912,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20226,1,1,1,2,2,fedrn_neighbor_fusion
150,0,15303,1,1,1,2,2,fedrn_neighbor_fusion
150,0,15230,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26807,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19888,1,1,1,2,2,fedrn_neighbor_fusion
150,0,14601,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42854,1,1,1,2,2,fedrn_neighbor_fusion
150,0,27948,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35255,1,1,1,2,2,fedrn_neighbor_fusion
150,0,35031,1,1,1,2,2,fedrn_neighbor_fusion
150,0,49419,1,1,1,2,2,fedrn_neighbor_fusion
150,0,26992,1,1,1,2,2,fedrn_neighbor_fusion
150,0,15297,1,1,1,2,2,fedrn_neighbor_fusion
150,0,27046,1,1,1,2,2,fedrn_neighbor_fusion
150,0,42615,1,1,1,2,2,fedrn_neighbor_fusion
150,0,4806,1,1,1,2,2,fedrn_neighbor_fusion
150,0,43059,1,1,1,2,2,fedrn_neighbor_fusion
150,0,20065,1,1,1,2,2,fedrn_neighbor_fusion
150,0,19899,1,1,1,2,2,fedrn_neighbor_fusion
150,1,42002,1,1,1,8,8,fedrn_neighbor_fusion
150,1,31872,1,1,1,8,8,fedrn_neighbor_fusion
150,1,1315,1,1,1,4,4,fedrn_neighbor_fusion
150,1,47746,1,1,1,8,8,fedrn_neighbor_fusion
150,1,31755,1,1,1,4,4,fedrn_neighbor_fusion
150,1,8111,1,1,1,8,8,fedrn_neighbor_fusion
150,1,23965,1,1,1,8,8,fedrn_neighbor_fusion
150,1,29078,1,1,1,8,8,fedrn_neighbor_fusion
150,1,47822,1,1,1,8,8,fedrn_neighbor_fusion
150,1,1312,1,1,1,4,4,fedrn_neighbor_fusion
150,1,31769,1,1,1,4,4,fedrn_neighbor_fusion
150,1,47857,1,1,1,4,4,fedrn_neighbor_fusion
150,1,48091,1,1,1,4,4,fedrn_neighbor_fusion
150,1,29086,1,1,1,4,4,fedrn_neighbor_fusion
150,1,29129,1,1,1,4,4,fedrn_neighbor_fusion
150,1,5251,1,1,1,8,8,fedrn_neighbor_fusion
150,1,32014,1,1,1,8,8,fedrn_neighbor_fusion
150,1,1439,1,1,1,8,8,fedrn_neighbor_fusion
150,1,47738,1,1,1,4,4,fedrn_neighbor_fusion
150,1,12125,1,1,1,8,8,fedrn_neighbor_fusion
150,1,1526,1,1,1,4,4,fedrn_neighbor_fusion
150,1,47842,1,1,1,8,8,fedrn_neighbor_fusion
150,1,1310,1,1,1,4,4,fedrn_neighbor_fusion
150,1,29008,1,1,1,4,4,fedrn_neighbor_fusion
150,1,8180,1,1,1,8,8,fedrn_neighbor_fusion
150,1,5304,1,1,1,8,8,fedrn_neighbor_fusion
150,1,20832,1,1,1,4,4,fedrn_neighbor_fusion
150,1,29184,1,1,1,4,4,fedrn_neighbor_fusion
150,1,29014,1,1,1,8,8,fedrn_neighbor_fusion
150,1,19307,1,1,1,4,4,fedrn_neighbor_fusion
150,1,29075,1,1,1,8,8,fedrn_neighbor_fusion
150,1,20967,1,1,1,4,4,fedrn_neighbor_fusion
150,1,37798,1,1,1,8,8,fedrn_neighbor_fusion
150,1,19374,1,1,1,8,8,fedrn_neighbor_fusion
150,1,20906,1,1,1,4,4,fedrn_neighbor_fusion
150,1,37722,1,1,1,8,8,fedrn_neighbor_fusion
150,1,19406,1,1,1,4,4,fedrn_neighbor_fusion
150,1,12110,1,1,1,4,4,fedrn_neighbor_fusion
150,1,29138,1,1,1,4,4,fedrn_neighbor_fusion
150,1,31860,1,1,1,4,4,fedrn_neighbor_fusion
150,1,47762,1,1,1,8,8,fedrn_neighbor_fusion
150,1,29070,1,1,1,4,4,fedrn_neighbor_fusion
150,1,37726,1,1,1,8,8,fedrn_neighbor_fusion
150,1,47716,1,1,1,4,4,fedrn_neighbor_fusion
150,1,20923,1,1,1,4,4,fedrn_neighbor_fusion
150,1,17442,1,1,1,8,8,fedrn_neighbor_fusion
150,1,31702,1,1,1,4,4,fedrn_neighbor_fusion
150,1,12172,1,1,1,8,8,fedrn_neighbor_fusion
