epoch,global_acc,global_loss,selected_clients,net2_avg_acc,best_net2_client,best_net2_acc,best_net2_used,scoreA_clean_ratio,scoreA_precision,scoreA_recall,fedrn_clean_ratio,fedrn_precision,fedrn_recall,bestnet2_clean_ratio,bestnet2_precision,bestnet2_recall,final_clean_ratio,final_precision,final_recall,missed_clean,false_clean,net1_train_loss,net2_train_loss,neighbor_ft_ep,net2_ft_ep
13,22.490000,2.089793,93|14|52|48|12|40|20|18|92|74,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.648777,-1.000000,1,1
14,25.980000,2.076941,30|62|8|19|74|82|16|55|5|26,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.655333,-1.000000,1,1
15,19.130000,2.140842,64|24|17|3|57|86|11|95|71|32,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.659797,-1.000000,1,1
16,29.060000,2.070249,9|65|16|10|38|19|61|8|77|70,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.630735,-1.000000,1,1
17,23.900000,2.075089,21|42|93|50|38|5|47|96|71|92,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.636531,-1.000000,1,1
18,27.670000,2.056758,19|25|89|96|76|80|73|5|45|84,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.626658,-1.000000,1,1
19,26.590000,2.055088,11|62|67|84|6|64|68|48|72|89,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.648229,-1.000000,1,1
20,26.000000,2.075511,7|14|1|80|28|66|65|59|97|15,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.640397,-1.000000,1,1
21,28.160000,2.052443,13|36|55|64|69|46|61|15|42|56,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.632247,-1.000000,1,1
22,24.180000,2.090806,80|58|31|72|93|84|18|42|8|7,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.619543,-1.000000,1,1
23,24.460000,2.075728,74|90|65|48|81|22|15|64|2|38,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.615627,-1.000000,1,1
24,26.250000,2.045306,64|73|12|10|23|19|81|70|48|93,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.610439,-1.000000,1,1
25,27.730000,2.067393,14|76|63|80|1|35|17|33|22|68,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.609074,-1.000000,1,1
26,25.890000,2.091972,38|69|39|81|1|42|82|40|20|36,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.664175,-1.000000,1,1
27,26.890000,2.062071,96|15|5|28|55|1|47|65|34|73,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.620913,-1.000000,1,1
28,28.280000,2.047873,90|25|58|76|6|87|42|72|34|18,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.606596,-1.000000,1,1
29,27.860000,2.067930,20|70|60|57|11|99|25|48|15|29,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.616955,-1.000000,1,1
30,24.910000,2.056425,67|7|2|39|55|71|12|86|14|21,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.617171,-1.000000,1,1
31,26.860000,2.070172,32|11|72|12|87|82|52|16|44|55,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.623241,-1.000000,1,1
32,28.330000,2.060282,46|34|84|96|59|78|55|48|23|30,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.631267,-1.000000,1,1
33,24.680000,2.120740,72|27|79|57|53|63|47|69|74|10,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.643356,-1.000000,1,1
34,28.980000,2.037230,28|46|29|4|54|61|94|25|18|17,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.587169,-1.000000,1,1
35,24.520000,2.089748,78|35|63|60|40|83|90|23|4|47,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.594911,-1.000000,1,1
36,25.470000,2.063563,20|50|21|96|55|25|70|0|44|12,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.605753,-1.000000,1,1
37,28.900000,2.049514,75|45|57|44|21|13|17|92|82|5,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.608328,-1.000000,1,1
38,28.220000,2.049653,41|57|95|90|96|29|77|93|85|50,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.591324,-1.000000,1,1
39,27.620000,2.051839,30|90|50|55|15|39|29|35|49|65,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.600574,-1.000000,1,1
40,24.680000,2.057845,26|11|89|13|78|48|84|9|17|76,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.606505,-1.000000,1,1
41,32.450000,2.003570,62|20|4|76|7|97|89|16|45|75,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.602530,-1.000000,1,1
42,28.810000,2.030936,55|37|46|62|35|60|24|71|9|73,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.579032,-1.000000,1,1
43,29.850000,2.018229,67|96|20|21|5|3|75|28|91|56,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.595007,-1.000000,1,1
44,27.750000,2.055942,85|70|40|57|72|35|43|6|82|16,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.593576,-1.000000,1,1
45,27.780000,2.062034,89|27|48|40|76|2|17|70|67|13,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.574347,-1.000000,1,1
46,27.120000,2.036802,68|97|3|92|67|32|29|42|89|13,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.553689,-1.000000,1,1
47,28.130000,2.058867,30|32|42|65|16|40|77|3|94|2,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.577109,-1.000000,1,1
48,29.760000,2.046992,80|15|0|8|43|99|98|75|66|77,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.572796,-1.000000,1,1
49,24.170000,2.131222,78|7|65|42|50|72|55|88|85|95,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.597401,-1.000000,1,1
50,23.820000,2.089835,69|58|73|68|12|98|23|24|0|97,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.571023,-1.000000,1,1
51,24.630000,2.092033,74|65|91|42|97|84|26|6|72|40,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.580653,-1.000000,1,1
52,28.380000,2.046351,68|2|41|6|85|95|88|19|24|38,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.569434,-1.000000,1,1
53,29.710000,2.015938,6|98|69|15|68|62|86|88|7|13,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.555440,-1.000000,1,1
54,25.220000,2.064573,13|54|68|48|63|88|93|29|64|91,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.532273,-1.000000,1,1
55,30.080000,2.000265,50|44|2|1|3|96|62|54|19|35,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.549689,-1.000000,1,1
56,26.680000,2.000932,14|84|64|75|21|51|36|6|93|26,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.560821,-1.000000,1,1
57,26.540000,2.026729,73|9|27|31|28|82|57|29|35|60,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.538453,-1.000000,1,1
58,25.610000,2.044774,5|20|36|42|50|77|97|63|67|31,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.570481,-1.000000,1,1
59,29.440000,2.005148,43|16|79|45|26|62|4|41|11|18,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.580758,-1.000000,1,1
60,29.580000,2.014574,75|27|14|42|43|71|72|39|49|88,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.548152,-1.000000,1,1
61,28.440000,2.042659,3|50|15|29|1|10|51|74|82|85,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.548888,-1.000000,1,1
62,27.860000,2.023302,52|67|50|84|44|38|9|93|63|29,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.535551,-1.000000,1,1
63,30.830000,2.004485,5|15|36|55|35|77|59|51|82|50,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.556438,-1.000000,1,1
64,26.910000,2.003954,3|56|48|26|99|7|16|2|30|97,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.553869,-1.000000,1,1
65,27.680000,2.031694,77|76|88|69|91|19|42|45|7|63,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.547638,-1.000000,1,1
66,28.350000,2.007944,75|49|70|91|86|65|35|7|54|56,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.539448,-1.000000,1,1
67,30.560000,1.989411,23|32|35|25|95|60|90|59|51|29,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.519468,-1.000000,1,1
68,30.510000,2.003704,8|40|27|59|68|67|82|3|41|22,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.536298,-1.000000,1,1
69,24.210000,2.083666,48|63|54|9|96|58|41|40|69|97,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.543605,-1.000000,1,1
70,30.710000,1.970037,37|3|95|65|76|52|18|66|22|14,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.529028,-1.000000,1,1
71,29.690000,2.017115,79|31|78|7|59|49|96|32|61|52,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.548099,-1.000000,1,1
72,25.190000,2.070745,97|18|80|69|95|60|27|79|20|52,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.532871,-1.000000,1,1
73,30.930000,1.981844,13|58|4|56|75|74|44|21|84|71,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.526686,-1.000000,1,1
74,30.930000,1.988916,43|52|33|2|66|73|55|88|64|29,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.496146,-1.000000,1,1
75,29.990000,2.003479,36|21|65|13|83|18|51|23|8|33,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.515790,-1.000000,1,1
76,31.500000,2.023520,79|59|38|87|91|49|57|45|76|33,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.569477,-1.000000,1,1
77,28.190000,2.060601,14|36|71|0|3|15|27|91|69|26,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.524617,-1.000000,1,1
78,27.690000,2.060972,89|92|69|36|41|88|48|98|21|73,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.522331,-1.000000,1,1
79,29.000000,2.027115,45|36|95|46|3|80|23|14|8|66,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.489239,-1.000000,1,1
80,29.760000,2.030832,53|98|71|83|70|82|47|94|99|97,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.532722,-1.000000,1,1
81,31.930000,2.018307,54|8|35|73|91|97|87|79|33|49,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.521187,-1.000000,1,1
82,27.900000,2.019478,38|24|74|58|36|13|85|34|7|40,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.523040,-1.000000,1,1
83,27.240000,2.050510,40|29|57|49|69|98|74|87|18|91,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.527216,-1.000000,1,1
84,28.850000,2.017747,33|3|19|15|47|70|16|84|80|85,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.511326,-1.000000,1,1
85,29.590000,2.030916,0|96|2|52|77|18|38|99|51|61,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.498683,-1.000000,1,1
86,26.830000,2.025040,38|90|47|64|94|41|82|48|36|96,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.488173,-1.000000,1,1
87,26.870000,2.069966,85|22|12|65|36|61|21|98|34|15,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.492035,-1.000000,1,1
88,29.620000,2.012674,29|54|84|75|1|31|89|57|43|13,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.508161,-1.000000,1,1
89,29.840000,2.021098,68|10|11|55|81|70|71|74|56|44,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.524049,-1.000000,1,1
90,29.270000,2.046411,60|25|15|70|10|61|95|3|0|24,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.483596,-1.000000,1,1
91,28.390000,2.037621,65|84|82|2|52|9|81|85|91|3,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.472188,-1.000000,1,1
92,27.240000,2.048136,84|44|73|99|45|79|14|27|80|2,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.499681,-1.000000,1,1
93,25.560000,2.048986,37|14|27|86|92|24|17|1|31|9,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.504076,-1.000000,1,1
94,27.990000,2.047755,20|11|54|55|91|26|86|65|75|94,-1.000000,-1,-1.000000,0,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1,-1,1.519597,-1.000000,1,1
