epoch,client_id,fedrn_clean_count,bestnet2_clean_count,final_clean_count,fedrn_only_clean_count,bestnet2_only_clean_count,both_clean_count,fedrn_only_precision,bestnet2_only_precision,both_precision,fedrn_precision,bestnet2_precision,final_precision,fedrn_recall,bestnet2_recall,final_recall
201,73,238,251,240,0,13,238,0.000000,0.384615,0.987395,0.987395,0.956175,0.987500,0.979167,1.000000,0.987500
201,62,238,247,242,0,9,238,0.000000,0.444444,0.991597,0.991597,0.971660,0.987603,0.983333,1.000000,0.995833
201,21,243,257,249,0,14,243,0.000000,0.428571,0.962963,0.962963,0.933852,0.955823,0.975000,1.000000,0.991667
201,64,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
202,94,241,243,241,10,12,231,0.900000,0.166667,0.991342,0.987552,0.950617,0.987552,0.991667,0.962500,0.991667
202,42,238,253,242,0,15,238,0.000000,0.266667,0.991597,0.991597,0.948617,0.983471,0.983333,1.000000,0.991667
202,11,231,261,241,0,30,231,0.000000,0.433333,0.982684,0.982684,0.919540,0.975104,0.945833,1.000000,0.979167
202,6,233,256,240,0,23,233,0.000000,0.304348,1.000000,1.000000,0.937500,0.987500,0.970833,1.000000,0.987500
202,62,241,240,241,3,2,238,0.666667,1.000000,0.987395,0.983402,0.987500,0.987552,0.987500,0.987500,0.991667
202,84,236,250,237,2,16,234,1.000000,0.187500,0.995726,0.995763,0.944000,0.995781,0.979167,0.983333,0.983333
202,77,241,250,244,1,10,240,1.000000,0.200000,0.987500,0.987552,0.956000,0.983607,0.991667,0.995833,1.000000
202,22,246,253,252,3,10,243,0.666667,0.100000,0.971193,0.967480,0.936759,0.944444,0.991667,0.987500,0.991667
202,95,235,258,244,0,23,235,0.000000,0.478261,0.974468,0.974468,0.930233,0.967213,0.954167,1.000000,0.983333
202,36,240,258,241,0,18,240,0.000000,0.166667,0.987500,0.987500,0.930233,0.987552,0.987500,1.000000,0.991667
203,89,239,256,242,0,17,239,0.000000,0.235294,0.983264,0.983264,0.933594,0.979339,0.979167,0.995833,0.987500
203,94,240,253,243,0,13,240,0.000000,0.230769,0.987500,0.987500,0.948617,0.979424,0.987500,1.000000,0.991667
203,11,241,260,245,0,19,241,0.000000,0.263158,0.975104,0.975104,0.923077,0.967347,0.979167,1.000000,0.987500
203,32,235,250,238,0,15,235,0.000000,0.400000,0.995745,0.995745,0.960000,0.991597,0.975000,1.000000,0.983333
203,34,241,256,247,0,15,241,0.000000,0.733333,0.950207,0.950207,0.937500,0.947368,0.954167,1.000000,0.975000
203,46,237,254,240,0,17,237,0.000000,0.176471,1.000000,1.000000,0.944882,0.991667,0.987500,1.000000,0.991667
203,25,238,255,242,0,17,238,0.000000,0.235294,0.991597,0.991597,0.941176,0.983471,0.983333,1.000000,0.991667
203,88,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
203,1,237,256,241,0,19,237,0.000000,0.157895,1.000000,1.000000,0.937500,0.987552,0.987500,1.000000,0.991667
203,44,235,251,246,2,18,233,0.000000,0.777778,0.969957,0.961702,0.956175,0.971545,0.941667,1.000000,0.995833
204,28,234,257,242,1,24,233,1.000000,0.458333,0.974249,0.974359,0.926070,0.966942,0.950000,0.991667,0.975000
204,24,192,261,255,0,69,192,0.000000,0.840580,0.947917,0.947917,0.919540,0.941176,0.758333,1.000000,1.000000
204,52,234,238,237,1,5,233,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.975000,0.991667,0.987500
204,32,234,253,237,0,19,234,0.000000,0.368421,0.995726,0.995726,0.948617,0.995781,0.970833,1.000000,0.983333
204,7,241,254,244,0,13,241,0.000000,0.230769,0.983402,0.983402,0.944882,0.975410,0.987500,1.000000,0.991667
204,63,238,261,244,0,23,238,0.000000,0.347826,0.974790,0.974790,0.919540,0.971311,0.966667,1.000000,0.987500
204,19,238,257,248,0,19,238,0.000000,0.263158,0.987395,0.987395,0.933852,0.967742,0.979167,1.000000,1.000000
204,43,230,251,237,0,21,230,0.000000,0.571429,0.991304,0.991304,0.956175,0.987342,0.950000,1.000000,0.975000
204,99,245,251,246,7,13,238,0.571429,0.307692,0.970588,0.959184,0.936255,0.963415,0.979167,0.979167,0.987500
204,98,234,260,240,0,26,234,0.000000,0.384615,0.982906,0.982906,0.923077,0.970833,0.958333,1.000000,0.970833
205,91,255,260,257,0,5,255,0.000000,0.200000,0.937255,0.937255,0.923077,0.933852,0.995833,1.000000,1.000000
205,52,236,249,237,0,13,236,0.000000,0.307692,1.000000,1.000000,0.963855,1.000000,0.983333,1.000000,0.987500
205,50,258,262,261,0,4,258,0.000000,0.500000,0.922481,0.922481,0.916031,0.919540,0.991667,1.000000,1.000000
205,3,238,252,239,0,14,238,0.000000,0.214286,0.995798,0.995798,0.952381,0.995816,0.987500,1.000000,0.991667
205,8,235,250,237,0,15,235,0.000000,0.333333,1.000000,1.000000,0.960000,1.000000,0.979167,1.000000,0.987500
205,59,239,255,243,0,16,239,0.000000,0.312500,0.983264,0.983264,0.941176,0.983539,0.979167,1.000000,0.995833
205,24,237,257,250,0,20,237,0.000000,0.600000,0.962025,0.962025,0.933852,0.944000,0.950000,1.000000,0.983333
205,60,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
205,18,234,261,239,0,27,234,0.000000,0.444444,0.974359,0.974359,0.919540,0.970711,0.950000,1.000000,0.966667
205,26,241,259,248,0,18,241,0.000000,0.500000,0.958506,0.958506,0.926641,0.959677,0.962500,1.000000,0.991667
206,66,239,243,240,5,9,234,1.000000,0.111111,1.000000,1.000000,0.967078,0.995833,0.995833,0.979167,0.995833
206,72,254,260,259,1,7,253,1.000000,0.142857,0.940711,0.940945,0.919231,0.926641,0.995833,0.995833,1.000000
206,42,239,251,244,1,13,238,1.000000,0.230769,0.991597,0.991632,0.952191,0.975410,0.987500,0.995833,0.991667
206,76,241,241,240,2,2,239,0.500000,0.500000,0.991632,0.987552,0.987552,0.991667,0.991667,0.991667,0.991667
206,73,241,250,245,0,9,241,0.000000,0.222222,0.987552,0.987552,0.960000,0.975510,0.991667,1.000000,0.995833
206,90,239,247,240,1,9,238,1.000000,0.222222,0.995798,0.995816,0.967611,0.991667,0.991667,0.995833,0.991667
206,43,234,242,238,4,12,230,1.000000,0.583333,0.991304,0.991453,0.971074,0.991597,0.966667,0.979167,0.983333
206,53,237,257,243,0,20,237,0.000000,0.300000,0.987342,0.987342,0.933852,0.983539,0.975000,1.000000,0.995833
206,48,237,256,244,2,21,235,1.000000,0.476190,0.970213,0.970464,0.929688,0.967213,0.958333,0.991667,0.983333
206,83,242,262,248,0,20,242,0.000000,0.200000,0.975207,0.975207,0.916031,0.955645,0.983333,1.000000,0.987500
207,97,241,261,256,0,20,241,0.000000,0.450000,0.958506,0.958506,0.919540,0.933594,0.962500,1.000000,0.995833
207,22,246,260,253,0,14,246,0.000000,0.214286,0.963415,0.963415,0.923077,0.944664,0.987500,1.000000,0.995833
207,52,236,253,238,0,17,236,0.000000,0.235294,1.000000,1.000000,0.948617,1.000000,0.983333,1.000000,0.991667
207,2,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
207,5,238,255,242,0,17,238,0.000000,0.176471,0.995798,0.995798,0.941176,0.983471,0.987500,1.000000,0.991667
207,84,235,246,238,1,12,234,1.000000,0.416667,0.995726,0.995745,0.967480,0.991597,0.975000,0.991667,0.983333
207,59,238,255,243,0,17,238,0.000000,0.294118,0.987395,0.987395,0.941176,0.983539,0.979167,1.000000,0.995833
207,75,233,254,239,0,21,233,0.000000,0.380952,0.995708,0.995708,0.944882,0.991632,0.966667,1.000000,0.987500
207,24,243,261,249,0,18,243,0.000000,0.277778,0.967078,0.967078,0.919540,0.947791,0.979167,1.000000,0.983333
207,34,242,256,247,0,14,242,0.000000,0.714286,0.950413,0.950413,0.937500,0.951417,0.958333,1.000000,0.979167
208,92,240,246,241,5,11,235,0.800000,0.272727,0.987234,0.983333,0.955285,0.987552,0.983333,0.979167,0.991667
208,63,241,261,246,0,20,241,0.000000,0.300000,0.970954,0.970954,0.919540,0.967480,0.975000,1.000000,0.991667
208,36,242,246,241,3,7,239,1.000000,0.142857,0.987448,0.987603,0.963415,0.983402,0.995833,0.987500,0.987500
208,44,242,251,250,0,9,242,0.000000,0.666667,0.966942,0.966942,0.956175,0.960000,0.975000,1.000000,1.000000
208,15,247,258,253,0,11,247,0.000000,0.272727,0.959514,0.959514,0.930233,0.948617,0.987500,1.000000,1.000000
208,10,228,254,237,2,28,226,0.500000,0.607143,0.982301,0.978070,0.940945,0.974684,0.929167,0.995833,0.962500
208,27,241,261,257,0,20,241,0.000000,0.450000,0.958506,0.958506,0.919540,0.933852,0.962500,1.000000,1.000000
208,11,242,261,247,0,19,242,0.000000,0.210526,0.975207,0.975207,0.919540,0.963563,0.983333,1.000000,0.991667
208,53,241,251,243,0,10,241,0.000000,0.300000,0.983402,0.983402,0.956175,0.983539,0.987500,1.000000,0.995833
208,25,240,235,236,5,0,235,0.800000,0.000000,0.995745,0.991667,0.995745,0.995763,0.991667,0.975000,0.979167
209,20,237,253,244,0,16,237,0.000000,0.312500,0.991561,0.991561,0.948617,0.979508,0.979167,1.000000,0.995833
209,0,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
209,62,242,251,242,0,9,242,0.000000,0.111111,0.987603,0.987603,0.956175,0.987603,0.995833,1.000000,0.995833
209,36,241,250,245,0,9,241,0.000000,0.333333,0.983402,0.983402,0.960000,0.975510,0.987500,1.000000,0.995833
209,95,238,258,245,0,20,238,0.000000,0.500000,0.966387,0.966387,0.930233,0.959184,0.958333,1.000000,0.979167
209,3,238,244,239,2,8,236,1.000000,0.250000,0.995763,0.995798,0.971311,0.995816,0.987500,0.987500,0.991667
209,51,126,126,126,0,0,126,0.000000,0.000000,0.904762,0.904762,0.904762,0.904762,0.475000,0.475000,0.475000
209,89,240,260,242,0,20,240,0.000000,0.200000,0.983333,0.983333,0.923077,0.979339,0.983333,1.000000,0.987500
209,8,236,251,239,0,15,236,0.000000,0.266667,1.000000,1.000000,0.956175,0.995816,0.983333,1.000000,0.991667
209,12,231,260,243,0,29,231,0.000000,0.517241,0.974026,0.974026,0.923077,0.954733,0.937500,1.000000,0.966667
210,39,244,255,252,0,11,244,0.000000,0.363636,0.967213,0.967213,0.941176,0.952381,0.983333,1.000000,1.000000
210,91,251,260,253,0,9,251,0.000000,0.222222,0.948207,0.948207,0.923077,0.944664,0.991667,1.000000,0.995833
210,83,243,263,246,0,20,243,0.000000,0.200000,0.971193,0.971193,0.912548,0.967480,0.983333,1.000000,0.991667
210,28,237,260,245,0,23,237,0.000000,0.434783,0.970464,0.970464,0.923077,0.963265,0.958333,1.000000,0.983333
210,41,235,258,241,0,23,235,0.000000,0.304348,0.987234,0.987234,0.926357,0.975104,0.966667,0.995833,0.979167
210,71,240,252,246,0,12,240,0.000000,0.250000,0.987500,0.987500,0.952381,0.975610,0.987500,1.000000,1.000000
210,19,243,257,248,0,14,243,0.000000,0.214286,0.975309,0.975309,0.933852,0.967742,0.987500,1.000000,1.000000
210,27,253,257,257,0,4,253,0.000000,0.500000,0.940711,0.940711,0.933852,0.933852,0.991667,1.000000,1.000000
210,74,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
210,66,238,255,242,0,17,238,0.000000,0.117647,1.000000,1.000000,0.941176,0.987603,0.991667,1.000000,0.995833
211,0,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
211,38,241,256,245,0,15,241,0.000000,0.200000,0.983402,0.983402,0.937500,0.975510,0.987500,1.000000,0.995833
211,65,242,258,248,0,16,242,0.000000,0.500000,0.958678,0.958678,0.930233,0.947581,0.966667,1.000000,0.979167
211,82,238,261,241,1,24,237,1.000000,0.250000,0.983122,0.983193,0.915709,0.979253,0.975000,0.995833,0.983333
211,44,242,252,249,1,11,241,0.000000,0.636364,0.966805,0.962810,0.952381,0.963855,0.970833,1.000000,1.000000
211,6,236,251,243,0,15,236,0.000000,0.266667,0.995763,0.995763,0.952191,0.983539,0.979167,0.995833,0.995833
211,80,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
211,12,234,263,245,0,29,234,0.000000,0.413793,0.974359,0.974359,0.912548,0.963265,0.950000,1.000000,0.983333
211,57,126,126,126,0,0,126,0.000000,0.000000,0.936508,0.936508,0.936508,0.936508,0.491667,0.491667,0.491667
211,79,243,250,245,0,7,243,0.000000,0.285714,0.979424,0.979424,0.960000,0.975510,0.991667,1.000000,0.995833
212,2,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
212,31,235,253,241,0,18,235,0.000000,0.444444,0.987234,0.987234,0.948617,0.983402,0.966667,1.000000,0.987500
212,80,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
212,8,237,251,240,0,14,237,0.000000,0.214286,1.000000,1.000000,0.956175,0.995833,0.987500,1.000000,0.995833
212,55,251,255,253,1,5,250,0.000000,0.400000,0.952000,0.948207,0.941176,0.948617,0.991667,1.000000,1.000000
212,32,237,251,240,0,14,237,0.000000,0.285714,0.995781,0.995781,0.956175,0.991667,0.983333,1.000000,0.991667
212,98,239,260,245,0,21,239,0.000000,0.333333,0.974895,0.974895,0.923077,0.967347,0.970833,1.000000,0.987500
212,74,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
212,96,239,261,241,0,22,239,0.000000,0.045455,0.995816,0.995816,0.915709,0.991701,0.991667,0.995833,0.995833
212,91,246,260,251,0,14,246,0.000000,0.571429,0.943089,0.943089,0.923077,0.936255,0.966667,1.000000,0.979167
213,95,242,258,246,0,16,242,0.000000,0.375000,0.966942,0.966942,0.930233,0.955285,0.975000,1.000000,0.979167
213,5,238,236,241,9,7,229,0.888889,0.428571,0.995633,0.991597,0.978814,0.987552,0.983333,0.962500,0.991667
213,55,244,254,248,1,11,243,1.000000,0.363636,0.962963,0.963115,0.937008,0.963710,0.979167,0.991667,0.995833
213,16,238,249,241,2,13,236,1.000000,0.307692,0.978814,0.978992,0.943775,0.975104,0.970833,0.979167,0.979167
213,43,236,253,239,0,17,236,0.000000,0.352941,0.991525,0.991525,0.948617,0.987448,0.975000,1.000000,0.983333
213,23,242,261,245,0,19,242,0.000000,0.052632,0.987603,0.987603,0.919540,0.979592,0.995833,1.000000,1.000000
213,76,241,258,243,0,17,241,0.000000,0.000000,0.991701,0.991701,0.926357,0.983539,0.995833,0.995833,0.995833
213,63,242,261,249,0,19,242,0.000000,0.368421,0.962810,0.962810,0.919540,0.951807,0.970833,1.000000,0.987500
213,62,239,243,242,0,4,239,0.000000,0.500000,0.991632,0.991632,0.983539,0.987603,0.987500,0.995833,0.995833
213,34,243,252,245,2,11,241,1.000000,0.545455,0.954357,0.954733,0.936508,0.955102,0.966667,0.983333,0.975000
214,41,237,259,240,0,22,237,0.000000,0.272727,0.987342,0.987342,0.926641,0.979167,0.975000,1.000000,0.979167
214,65,245,258,248,0,13,245,0.000000,0.384615,0.959184,0.959184,0.930233,0.947581,0.979167,1.000000,0.979167
214,83,243,249,245,3,9,240,0.666667,0.111111,0.979167,0.975309,0.947791,0.971429,0.987500,0.983333,0.991667
214,78,251,261,256,0,10,251,0.000000,0.400000,0.940239,0.940239,0.919540,0.929688,0.983333,1.000000,0.991667
214,34,241,256,245,0,15,241,0.000000,0.666667,0.954357,0.954357,0.937500,0.951020,0.958333,1.000000,0.970833
214,20,237,254,245,0,17,237,0.000000,0.352941,0.987342,0.987342,0.944882,0.975510,0.975000,1.000000,0.995833
214,82,237,262,243,0,25,237,0.000000,0.280000,0.983122,0.983122,0.916031,0.979424,0.970833,1.000000,0.991667
214,99,241,246,247,5,10,236,1.000000,0.100000,0.978814,0.979253,0.943089,0.955466,0.983333,0.966667,0.983333
214,21,246,263,250,1,18,245,1.000000,0.277778,0.955102,0.955285,0.908745,0.952000,0.979167,0.995833,0.991667
214,14,239,241,238,1,3,238,1.000000,0.000000,1.000000,1.000000,0.987552,1.000000,0.995833,0.991667,0.991667
215,43,236,253,241,0,17,236,0.000000,0.411765,0.987288,0.987288,0.948617,0.983402,0.970833,1.000000,0.987500
215,20,238,256,242,0,18,238,0.000000,0.277778,0.987395,0.987395,0.937500,0.983471,0.979167,1.000000,0.991667
215,93,239,247,238,3,11,236,1.000000,0.181818,0.995763,0.995816,0.959514,0.995798,0.991667,0.987500,0.987500
215,41,236,260,240,0,24,236,0.000000,0.291667,0.987288,0.987288,0.923077,0.975000,0.970833,1.000000,0.975000
215,39,247,255,252,0,8,247,0.000000,0.250000,0.963563,0.963563,0.941176,0.952381,0.991667,1.000000,1.000000
215,1,239,255,240,0,16,239,0.000000,0.125000,0.995816,0.995816,0.941176,0.991667,0.991667,1.000000,0.991667
215,95,246,258,248,0,12,246,0.000000,0.416667,0.955285,0.955285,0.930233,0.955645,0.979167,1.000000,0.987500
215,63,246,260,248,1,15,245,0.000000,0.266667,0.963265,0.959350,0.923077,0.955645,0.983333,1.000000,0.987500
215,16,240,258,243,0,18,240,0.000000,0.333333,0.975000,0.975000,0.930233,0.967078,0.975000,1.000000,0.979167
215,2,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
216,67,237,260,241,0,23,237,0.000000,0.217391,0.991561,0.991561,0.923077,0.987552,0.979167,1.000000,0.991667
216,70,239,244,242,1,6,238,0.000000,0.500000,0.995798,0.991632,0.983607,0.991736,0.987500,1.000000,1.000000
216,63,244,261,250,0,17,244,0.000000,0.294118,0.963115,0.963115,0.919540,0.952000,0.979167,1.000000,0.991667
216,60,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
216,12,230,263,244,0,33,230,0.000000,0.515152,0.969565,0.969565,0.912548,0.959016,0.929167,1.000000,0.975000
216,20,237,256,245,0,19,237,0.000000,0.263158,0.991561,0.991561,0.937500,0.979592,0.979167,1.000000,1.000000
216,74,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
216,65,242,258,249,0,16,242,0.000000,0.562500,0.954545,0.954545,0.930233,0.943775,0.962500,1.000000,0.979167
216,48,239,258,245,0,19,239,0.000000,0.473684,0.966527,0.966527,0.930233,0.963265,0.962500,1.000000,0.983333
216,6,234,256,244,0,22,234,0.000000,0.272727,1.000000,1.000000,0.937500,0.975410,0.975000,1.000000,0.991667
217,95,245,258,250,0,13,245,0.000000,0.230769,0.967347,0.967347,0.930233,0.952000,0.987500,1.000000,0.991667
217,41,237,260,240,0,23,237,0.000000,0.304348,0.983122,0.983122,0.923077,0.979167,0.970833,1.000000,0.979167
217,6,236,256,246,0,20,236,0.000000,0.250000,0.995763,0.995763,0.937500,0.971545,0.979167,1.000000,0.995833
217,23,243,262,245,0,19,243,0.000000,0.052632,0.983539,0.983539,0.916031,0.979592,0.995833,1.000000,1.000000
217,93,237,261,240,0,24,237,0.000000,0.125000,1.000000,1.000000,0.919540,0.991667,0.987500,1.000000,0.991667
217,26,243,259,250,0,16,243,0.000000,0.375000,0.962963,0.962963,0.926641,0.960000,0.975000,1.000000,1.000000
217,60,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
217,14,238,259,244,0,21,238,0.000000,0.142857,0.995798,0.995798,0.926641,0.983607,0.987500,1.000000,1.000000
217,43,237,252,240,0,15,237,0.000000,0.333333,0.991561,0.991561,0.952381,0.991667,0.979167,1.000000,0.991667
217,31,239,253,240,0,14,239,0.000000,0.285714,0.987448,0.987448,0.948617,0.987500,0.983333,1.000000,0.987500
218,11,241,260,247,0,19,241,0.000000,0.210526,0.979253,0.979253,0.923077,0.963563,0.983333,1.000000,0.991667
218,52,235,252,237,0,17,235,0.000000,0.294118,1.000000,1.000000,0.952381,1.000000,0.979167,1.000000,0.987500
218,62,242,251,243,1,10,241,1.000000,0.100000,0.987552,0.987603,0.952191,0.983539,0.995833,0.995833,0.995833
218,87,246,259,255,0,13,246,0.000000,0.230769,0.959350,0.959350,0.922780,0.933333,0.983333,0.995833,0.991667
218,34,243,256,245,0,13,243,0.000000,0.615385,0.954733,0.954733,0.937500,0.951020,0.966667,1.000000,0.970833
218,57,126,126,126,0,0,126,0.000000,0.000000,0.936508,0.936508,0.936508,0.936508,0.491667,0.491667,0.491667
218,61,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
218,64,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
218,22,243,257,249,0,14,243,0.000000,0.214286,0.975309,0.975309,0.933852,0.963855,0.987500,1.000000,1.000000
218,48,239,258,247,0,19,239,0.000000,0.421053,0.970711,0.970711,0.930233,0.955466,0.966667,1.000000,0.983333
219,75,237,254,240,0,17,237,0.000000,0.294118,0.991561,0.991561,0.944882,0.987500,0.979167,1.000000,0.987500
219,18,243,252,245,2,11,241,0.500000,0.454545,0.970954,0.967078,0.948413,0.967347,0.979167,0.995833,0.987500
219,94,242,253,245,0,11,242,0.000000,0.090909,0.987603,0.987603,0.948617,0.979592,0.995833,1.000000,1.000000
219,48,236,258,246,0,22,236,0.000000,0.409091,0.978814,0.978814,0.930233,0.963415,0.962500,1.000000,0.987500
219,58,240,236,241,11,7,229,1.000000,0.142857,0.991266,0.991667,0.966102,0.975104,0.991667,0.950000,0.979167
219,46,238,240,239,0,2,238,0.000000,1.000000,0.995798,0.995798,0.995833,0.995816,0.987500,0.995833,0.991667
219,98,238,261,245,0,23,238,0.000000,0.347826,0.974790,0.974790,0.919540,0.967347,0.966667,1.000000,0.987500
219,28,242,260,245,0,18,242,0.000000,0.222222,0.975207,0.975207,0.923077,0.963265,0.983333,1.000000,0.983333
219,56,243,251,246,1,9,242,1.000000,0.111111,0.983471,0.983539,0.952191,0.971545,0.995833,0.995833,0.995833
219,92,239,259,242,0,20,239,0.000000,0.200000,0.987448,0.987448,0.926641,0.987603,0.983333,1.000000,0.995833
220,86,235,251,238,0,16,235,0.000000,0.312500,1.000000,1.000000,0.956175,0.991597,0.979167,1.000000,0.983333
220,71,244,238,243,6,0,238,0.500000,0.000000,0.995798,0.983607,0.995798,0.987654,1.000000,0.987500,1.000000
220,74,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
220,4,241,250,241,0,9,241,0.000000,0.000000,0.995851,0.995851,0.960000,0.995851,1.000000,1.000000,1.000000
220,23,242,249,243,5,12,237,0.800000,0.083333,0.991561,0.987603,0.947791,0.983539,0.995833,0.983333,0.995833
220,19,239,256,247,0,17,239,0.000000,0.294118,0.983264,0.983264,0.937500,0.971660,0.979167,1.000000,1.000000
220,29,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
220,3,239,252,239,0,13,239,0.000000,0.153846,0.995816,0.995816,0.952381,0.995816,0.991667,1.000000,0.991667
220,36,240,258,245,0,18,240,0.000000,0.111111,0.991667,0.991667,0.930233,0.975510,0.991667,1.000000,0.995833
220,35,238,258,246,0,20,238,0.000000,0.300000,0.983193,0.983193,0.930233,0.971545,0.975000,1.000000,0.995833
221,6,239,254,245,0,15,239,0.000000,0.266667,0.987448,0.987448,0.944882,0.975510,0.983333,1.000000,0.995833
221,19,246,255,245,1,10,245,1.000000,0.000000,0.975510,0.975610,0.937255,0.975510,1.000000,0.995833,0.995833
221,78,246,261,250,0,15,246,0.000000,0.866667,0.922764,0.922764,0.919540,0.924000,0.945833,1.000000,0.962500
221,80,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
221,52,236,248,239,0,12,236,0.000000,0.250000,1.000000,1.000000,0.963710,0.995816,0.983333,0.995833,0.991667
221,31,238,250,243,0,12,238,0.000000,0.416667,0.987395,0.987395,0.960000,0.979424,0.979167,1.000000,0.991667
221,43,232,253,239,0,21,232,0.000000,0.428571,0.995690,0.995690,0.948617,0.991632,0.962500,1.000000,0.987500
221,85,242,259,245,1,18,241,1.000000,0.111111,0.983402,0.983471,0.922780,0.979592,0.991667,0.995833,1.000000
221,2,240,240,240,0,0,240,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
221,25,238,252,241,1,15,237,1.000000,0.200000,0.995781,0.995798,0.948413,0.983402,0.987500,0.995833,0.987500
222,52,239,253,239,0,14,239,0.000000,0.142857,0.995816,0.995816,0.948617,0.995816,0.991667,1.000000,0.991667
222,34,238,256,245,0,18,238,0.000000,0.666667,0.957983,0.957983,0.937500,0.951020,0.950000,1.000000,0.970833
222,5,241,252,241,0,11,241,0.000000,0.181818,0.987552,0.987552,0.952381,0.987552,0.991667,1.000000,0.991667
222,85,242,256,245,0,14,242,0.000000,0.071429,0.987603,0.987603,0.937500,0.979592,0.995833,1.000000,1.000000
