epoch,target_client,best_net2_client,scoreA_count,scoreA_precision,scoreA_recall,fedrn_clean_count,bestnet2_clean_count,final_clean_count,final_precision,final_recall,missed_clean,false_clean
106,26,-1,243,0.958848,0.970833,249,-1,249,0.947791,0.983333,4,13
106,59,-1,242,0.975207,0.983333,240,-1,240,0.975000,0.975000,6,6
106,13,-1,287,0.804878,0.962500,237,-1,237,0.995781,0.983333,4,1
106,39,-1,251,0.952191,0.995833,252,-1,252,0.948413,0.995833,1,13
106,24,-1,247,0.947368,0.975000,245,-1,245,0.951020,0.970833,7,12
106,66,-1,240,0.987500,0.987500,242,-1,242,0.979339,0.987500,3,5
106,54,-1,238,0.974790,0.966667,241,-1,241,0.979253,0.983333,4,5
107,83,-1,253,0.885375,0.933333,242,-1,242,0.971074,0.979167,5,7
107,8,-1,274,0.854015,0.975000,239,-1,239,0.987448,0.983333,4,3
107,68,-1,244,0.971311,0.987500,244,-1,244,0.971311,0.987500,3,7
107,31,-1,240,0.979167,0.979167,240,-1,240,0.979167,0.979167,5,5
107,9,-1,234,0.987179,0.962500,240,-1,240,1.000000,1.000000,0,0
107,57,-1,219,0.958904,0.875000,248,-1,248,0.947581,0.979167,5,13
107,72,-1,260,0.923077,1.000000,261,-1,261,0.919540,1.000000,0,21
107,75,-1,230,0.969565,0.929167,228,-1,228,0.995614,0.945833,13,1
107,6,-1,243,0.979424,0.991667,237,-1,237,0.987342,0.975000,6,3
107,91,-1,251,0.920319,0.962500,243,-1,243,0.934156,0.945833,13,16
108,71,-1,247,0.959514,0.987500,250,-1,250,0.952000,0.991667,2,12
108,70,-1,229,0.960699,0.916667,232,-1,232,0.991379,0.958333,10,2
108,72,-1,260,0.923077,1.000000,260,-1,260,0.919231,0.995833,1,21
108,44,-1,244,0.963115,0.979167,249,-1,249,0.955823,0.991667,2,11
108,67,-1,248,0.959677,0.991667,244,-1,244,0.967213,0.983333,4,8
108,73,-1,241,0.929461,0.933333,243,-1,243,0.975309,0.987500,3,6
108,93,-1,232,0.956897,0.925000,244,-1,244,0.971311,0.987500,3,7
108,65,-1,240,0.933333,0.933333,253,-1,253,0.932806,0.983333,4,17
108,39,-1,230,0.952174,0.912500,248,-1,248,0.955645,0.987500,3,11
108,10,-1,249,0.895582,0.929167,240,-1,240,0.966667,0.966667,8,8
109,74,-1,254,0.905512,0.958333,240,-1,240,1.000000,1.000000,0,0
109,83,-1,239,0.970711,0.966667,237,-1,237,0.974684,0.962500,9,6
109,6,-1,239,0.983264,0.979167,236,-1,236,0.987288,0.970833,7,3
109,85,-1,249,0.959839,0.995833,245,-1,245,0.971429,0.991667,2,7
109,38,-1,252,0.900794,0.945833,237,-1,237,0.953586,0.941667,14,11
109,56,-1,237,0.940928,0.929167,245,-1,245,0.959184,0.979167,5,10
109,94,-1,238,0.987395,0.979167,241,-1,241,0.970954,0.975000,6,7
109,91,-1,250,0.936000,0.975000,256,-1,256,0.929688,0.991667,2,18
109,63,-1,262,0.847328,0.925000,238,-1,238,0.970588,0.962500,9,7
109,0,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
110,47,-1,245,0.963265,0.983333,239,-1,239,0.974895,0.970833,7,6
110,53,-1,242,0.938017,0.945833,236,-1,236,0.987288,0.970833,7,3
110,62,-1,237,0.983122,0.970833,237,-1,237,0.987342,0.975000,6,3
110,41,-1,240,0.970833,0.970833,243,-1,243,0.971193,0.983333,4,7
110,55,-1,249,0.951807,0.987500,249,-1,249,0.959839,0.995833,1,10
110,90,-1,234,0.970085,0.945833,235,-1,235,0.995745,0.975000,6,1
110,35,-1,235,0.974468,0.954167,242,-1,242,0.962810,0.970833,7,9
110,1,-1,234,0.965812,0.941667,233,-1,233,0.991416,0.962500,9,2
110,8,-1,240,0.987500,0.987500,238,-1,238,0.987395,0.979167,5,3
110,50,-1,252,0.888889,0.933333,259,-1,259,0.922780,0.995833,1,20
111,42,-1,241,0.970954,0.975000,242,-1,242,0.971074,0.979167,5,7
111,73,-1,242,0.979339,0.987500,243,-1,243,0.979424,0.991667,2,5
111,62,-1,240,0.983333,0.983333,241,-1,241,0.983402,0.987500,3,4
111,4,-1,241,0.991701,0.995833,241,-1,241,0.987552,0.991667,2,3
111,16,-1,241,0.962656,0.966667,244,-1,244,0.963115,0.979167,5,9
111,27,-1,271,0.845018,0.954167,251,-1,251,0.940239,0.983333,4,15
111,21,-1,224,0.919643,0.858333,252,-1,252,0.940476,0.987500,3,15
111,61,-1,251,0.936255,0.979167,240,-1,240,1.000000,1.000000,0,0
111,22,-1,244,0.922131,0.937500,258,-1,258,0.926357,0.995833,1,19
111,25,-1,234,0.978632,0.954167,238,-1,238,0.983193,0.975000,6,4
112,47,-1,241,0.979253,0.983333,242,-1,242,0.975207,0.983333,4,6
112,35,-1,245,0.963265,0.983333,244,-1,244,0.963115,0.979167,5,9
112,99,-1,251,0.940239,0.983333,254,-1,254,0.933071,0.987500,3,17
112,9,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
112,27,-1,221,0.945701,0.870833,249,-1,249,0.931727,0.966667,8,17
112,12,-1,240,0.937500,0.937500,248,-1,248,0.959677,0.991667,2,10
112,30,-1,265,0.833962,0.920833,241,-1,241,0.950207,0.954167,11,12
112,11,-1,242,0.954545,0.962500,241,-1,241,0.958506,0.962500,9,10
112,13,-1,239,0.995816,0.991667,238,-1,238,0.995798,0.987500,3,1
112,37,-1,237,0.978903,0.966667,244,-1,244,0.975410,0.991667,2,6
113,69,-1,261,0.881226,0.958333,259,-1,259,0.926641,1.000000,0,19
113,87,-1,245,0.963265,0.983333,259,-1,259,0.926641,1.000000,0,19
113,23,-1,244,0.971311,0.987500,244,-1,244,0.963115,0.979167,5,9
113,88,-1,240,0.970833,0.970833,240,-1,240,1.000000,1.000000,0,0
113,60,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
113,94,-1,246,0.971545,0.995833,246,-1,246,0.967480,0.991667,2,8
113,6,-1,234,0.987179,0.962500,236,-1,236,0.991525,0.975000,6,2
113,65,-1,214,0.934579,0.833333,240,-1,240,0.941667,0.941667,14,14
113,7,-1,285,0.810526,0.962500,244,-1,244,0.967213,0.983333,4,8
113,24,-1,244,0.946721,0.962500,250,-1,250,0.952000,0.991667,2,12
114,8,-1,239,0.991632,0.987500,235,-1,235,0.995745,0.975000,6,1
114,38,-1,243,0.967078,0.979167,247,-1,247,0.959514,0.987500,3,10
114,34,-1,232,0.918103,0.887500,239,-1,239,0.958159,0.954167,11,10
114,26,-1,245,0.959184,0.979167,251,-1,251,0.944223,0.987500,3,14
114,36,-1,263,0.897338,0.983333,243,-1,243,0.979424,0.991667,2,5
114,61,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
114,13,-1,240,0.991667,0.991667,238,-1,238,1.000000,0.991667,2,0
114,63,-1,237,0.966245,0.954167,243,-1,243,0.958848,0.970833,7,10
114,11,-1,246,0.959350,0.983333,245,-1,245,0.951020,0.970833,7,12
114,28,-1,249,0.899598,0.933333,245,-1,245,0.959184,0.979167,5,10
115,24,-1,250,0.948000,0.987500,249,-1,249,0.951807,0.987500,3,12
115,34,-1,242,0.950413,0.958333,245,-1,245,0.951020,0.970833,7,12
115,85,-1,243,0.975309,0.987500,239,-1,239,0.983264,0.979167,5,4
115,62,-1,240,0.983333,0.983333,238,-1,238,0.987395,0.979167,5,3
115,73,-1,243,0.979424,0.991667,238,-1,238,0.983193,0.975000,6,4
115,88,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
115,41,-1,242,0.975207,0.983333,236,-1,236,0.974576,0.958333,10,6
115,94,-1,248,0.967742,1.000000,248,-1,248,0.967742,1.000000,0,8
115,15,-1,237,0.953586,0.941667,256,-1,256,0.933594,0.995833,1,17
115,77,-1,238,0.920168,0.912500,238,-1,238,0.957983,0.950000,12,10
116,47,-1,241,0.979253,0.983333,243,-1,243,0.967078,0.979167,5,8
116,59,-1,242,0.975207,0.983333,241,-1,241,0.975104,0.979167,5,6
116,43,-1,275,0.832727,0.954167,244,-1,244,0.954918,0.970833,7,11
116,33,-1,250,0.840000,0.875000,236,-1,236,0.966102,0.950000,12,8
116,4,-1,242,0.987603,0.995833,241,-1,241,0.987552,0.991667,2,3
116,99,-1,226,0.960177,0.904167,251,-1,251,0.940239,0.983333,4,15
116,61,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
116,27,-1,255,0.933333,0.991667,256,-1,256,0.933594,0.995833,1,17
116,12,-1,249,0.959839,0.995833,254,-1,254,0.944882,1.000000,0,14
116,57,-1,245,0.959184,0.979167,250,-1,250,0.948000,0.987500,3,13
117,73,-1,241,0.979253,0.983333,239,-1,239,0.983264,0.979167,5,4
117,31,-1,235,0.982979,0.962500,238,-1,238,0.983193,0.975000,6,4
117,29,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
117,19,-1,237,0.987342,0.975000,236,-1,236,0.974576,0.958333,10,6
117,26,-1,229,0.965066,0.920833,246,-1,246,0.959350,0.983333,4,10
117,15,-1,250,0.948000,0.987500,254,-1,254,0.940945,0.995833,1,15
117,44,-1,245,0.975510,0.995833,242,-1,242,0.966942,0.975000,6,8
117,0,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
117,48,-1,242,0.950413,0.958333,243,-1,243,0.958848,0.970833,7,10
117,94,-1,245,0.967347,0.987500,245,-1,245,0.971429,0.991667,2,7
118,6,-1,235,0.991489,0.970833,235,-1,235,0.991489,0.970833,7,2
118,32,-1,252,0.908730,0.954167,248,-1,248,0.955645,0.987500,3,11
118,24,-1,249,0.951807,0.987500,248,-1,248,0.955645,0.987500,3,11
118,89,-1,232,0.905172,0.875000,245,-1,245,0.946939,0.966667,8,13
118,52,-1,219,0.972603,0.887500,232,-1,232,1.000000,0.966667,8,0
118,1,-1,235,0.991489,0.970833,236,-1,236,0.991525,0.975000,6,2
118,45,-1,229,0.903930,0.862500,232,-1,232,0.965517,0.933333,16,8
118,99,-1,193,0.958549,0.770833,235,-1,235,0.940426,0.920833,19,14
118,17,-1,259,0.849421,0.916667,247,-1,247,0.935223,0.962500,9,16
118,31,-1,239,0.979079,0.975000,240,-1,240,0.979167,0.979167,5,5
119,97,-1,254,0.937008,0.991667,259,-1,259,0.918919,0.991667,2,21
119,36,-1,242,0.983471,0.991667,242,-1,242,0.983471,0.991667,2,4
119,64,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
119,81,-1,255,0.909804,0.966667,226,-1,226,0.986726,0.929167,17,3
119,82,-1,238,0.974790,0.966667,233,-1,233,0.987124,0.958333,10,3
119,68,-1,241,0.979253,0.983333,240,-1,240,0.979167,0.979167,5,5
119,59,-1,242,0.979339,0.987500,240,-1,240,0.979167,0.979167,5,5
119,61,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
119,17,-1,246,0.939024,0.962500,249,-1,249,0.947791,0.983333,4,13
119,25,-1,238,0.983193,0.975000,237,-1,237,0.983122,0.970833,7,4
120,12,-1,251,0.952191,0.995833,252,-1,252,0.944444,0.991667,2,14
120,47,-1,244,0.971311,0.987500,243,-1,243,0.971193,0.983333,4,7
120,2,-1,245,0.942857,0.962500,239,-1,239,1.000000,0.995833,1,0
120,38,-1,246,0.975610,1.000000,245,-1,245,0.967347,0.987500,3,8
120,88,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
120,5,-1,238,0.983193,0.975000,236,-1,236,0.987288,0.970833,7,3
120,92,-1,233,0.957082,0.929167,238,-1,238,0.987395,0.979167,5,3
120,71,-1,244,0.959016,0.975000,244,-1,244,0.967213,0.983333,4,8
120,7,-1,242,0.975207,0.983333,237,-1,237,0.983122,0.970833,7,4
120,74,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
121,66,-1,242,0.979339,0.987500,240,-1,240,0.991667,0.991667,2,2
121,80,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
121,92,-1,242,0.983471,0.991667,237,-1,237,0.991561,0.979167,5,2
121,51,-1,244,0.950820,0.966667,251,-1,251,0.948207,0.991667,2,13
121,46,-1,239,0.983264,0.979167,239,-1,239,0.991632,0.987500,3,2
121,56,-1,242,0.971074,0.979167,245,-1,245,0.963265,0.983333,4,9
121,21,-1,211,0.943128,0.829167,246,-1,246,0.934959,0.958333,10,16
121,55,-1,250,0.960000,1.000000,253,-1,253,0.948617,1.000000,0,13
121,26,-1,246,0.963415,0.987500,245,-1,245,0.963265,0.983333,4,9
121,7,-1,240,0.983333,0.983333,236,-1,236,0.987288,0.970833,7,3
122,94,-1,244,0.975410,0.991667,241,-1,241,0.979253,0.983333,4,5
122,15,-1,251,0.944223,0.987500,219,-1,219,0.940639,0.858333,34,13
122,34,-1,244,0.950820,0.966667,245,-1,245,0.951020,0.970833,7,12
122,4,-1,242,0.987603,0.995833,241,-1,241,0.987552,0.991667,2,3
122,43,-1,244,0.959016,0.975000,227,-1,227,0.991189,0.937500,15,2
122,79,-1,245,0.865306,0.883333,246,-1,246,0.971545,0.995833,1,7
122,39,-1,250,0.956000,0.995833,253,-1,253,0.948617,1.000000,0,13
122,96,-1,241,0.954357,0.958333,237,-1,237,0.991561,0.979167,5,2
122,84,-1,245,0.979592,1.000000,242,-1,242,0.987603,0.995833,1,3
122,56,-1,249,0.959839,0.995833,247,-1,247,0.963563,0.991667,2,9
123,84,-1,242,0.987603,0.995833,238,-1,238,0.991597,0.983333,4,2
123,60,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
123,5,-1,237,0.983122,0.970833,234,-1,234,0.987179,0.962500,9,3
123,17,-1,248,0.951613,0.983333,248,-1,248,0.951613,0.983333,4,12
123,32,-1,247,0.963563,0.991667,240,-1,240,0.983333,0.983333,4,4
123,45,-1,238,0.957983,0.950000,234,-1,234,0.974359,0.950000,12,6
123,21,-1,244,0.946721,0.962500,248,-1,248,0.947581,0.979167,5,13
123,10,-1,242,0.966942,0.975000,233,-1,233,0.982833,0.954167,11,4
123,51,-1,129,0.914729,0.491667,131,-1,131,0.908397,0.495833,121,12
123,0,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
124,8,-1,237,0.995781,0.983333,238,-1,238,0.995798,0.987500,3,1
124,69,-1,258,0.930233,1.000000,258,-1,258,0.930233,1.000000,0,18
124,19,-1,230,0.982609,0.941667,224,-1,224,0.959821,0.895833,25,9
124,88,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
124,25,-1,235,0.987234,0.966667,237,-1,237,0.983122,0.970833,7,4
124,93,-1,242,0.971074,0.979167,236,-1,236,0.991525,0.975000,6,2
124,13,-1,240,0.995833,0.995833,238,-1,238,0.995798,0.987500,3,1
124,71,-1,242,0.975207,0.983333,241,-1,241,0.975104,0.979167,5,6
124,94,-1,242,0.979339,0.987500,240,-1,240,0.987500,0.987500,3,3
124,91,-1,251,0.932271,0.975000,252,-1,252,0.936508,0.983333,4,16
125,66,-1,238,0.991597,0.983333,240,-1,240,0.991667,0.991667,2,2
125,48,-1,247,0.963563,0.991667,244,-1,244,0.963115,0.979167,5,9
125,85,-1,241,0.979253,0.983333,240,-1,240,0.979167,0.979167,5,5
125,61,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
125,93,-1,237,0.991561,0.979167,235,-1,235,0.995745,0.975000,6,1
125,56,-1,246,0.971545,0.995833,244,-1,244,0.975410,0.991667,2,6
125,87,-1,259,0.922780,0.995833,254,-1,254,0.933071,0.987500,3,17
125,86,-1,252,0.916667,0.962500,228,-1,228,1.000000,0.950000,12,0
125,10,-1,238,0.966387,0.958333,234,-1,234,0.970085,0.945833,13,7
125,80,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
126,46,-1,240,0.987500,0.987500,239,-1,239,0.991632,0.987500,3,2
126,81,-1,228,0.978070,0.929167,225,-1,225,0.982222,0.920833,19,4
126,51,-1,136,0.911765,0.516667,126,-1,126,0.904762,0.475000,126,12
126,93,-1,239,0.991632,0.987500,236,-1,236,0.995763,0.979167,5,1
126,20,-1,247,0.951417,0.979167,250,-1,250,0.948000,0.987500,3,13
126,19,-1,222,0.981982,0.908333,235,-1,235,0.961702,0.941667,14,9
126,54,-1,242,0.983471,0.991667,242,-1,242,0.983471,0.991667,2,4
126,9,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
126,23,-1,245,0.971429,0.991667,244,-1,244,0.975410,0.991667,2,6
126,4,-1,242,0.987603,0.995833,242,-1,242,0.987603,0.995833,1,3
127,95,-1,240,0.962500,0.962500,246,-1,246,0.971545,0.995833,1,7
127,75,-1,231,0.995671,0.958333,232,-1,232,0.995690,0.962500,9,1
127,25,-1,238,0.983193,0.975000,239,-1,239,0.987448,0.983333,4,3
127,96,-1,240,0.987500,0.987500,241,-1,241,0.987552,0.991667,2,3
127,78,-1,263,0.855513,0.937500,260,-1,260,0.915385,0.991667,2,22
127,14,-1,272,0.867647,0.983333,235,-1,235,0.991489,0.970833,7,2
127,23,-1,243,0.975309,0.987500,243,-1,243,0.975309,0.987500,3,6
127,70,-1,237,0.987342,0.975000,241,-1,241,0.987552,0.991667,2,3
127,32,-1,238,0.983193,0.975000,235,-1,235,0.982979,0.962500,9,4
127,9,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
128,32,-1,234,0.982906,0.958333,233,-1,233,0.991416,0.962500,9,2
128,9,-1,240,1.000000,1.000000,240,-1,240,0.995833,0.995833,1,1
128,19,-1,244,0.959016,0.975000,245,-1,245,0.959184,0.979167,5,10
128,13,-1,238,0.995798,0.987500,238,-1,238,0.995798,0.987500,3,1
128,56,-1,243,0.975309,0.987500,239,-1,239,0.974895,0.970833,7,6
128,59,-1,241,0.979253,0.983333,239,-1,239,0.983264,0.979167,5,4
128,68,-1,240,0.979167,0.979167,232,-1,232,1.000000,0.966667,8,0
128,79,-1,244,0.971311,0.987500,244,-1,244,0.963115,0.979167,5,9
128,39,-1,236,0.957627,0.941667,238,-1,238,0.957983,0.950000,12,10
128,36,-1,242,0.983471,0.991667,239,-1,239,0.987448,0.983333,4,3
129,6,-1,237,0.991561,0.979167,237,-1,237,0.991561,0.979167,5,2
129,67,-1,245,0.967347,0.987500,239,-1,239,0.979079,0.975000,6,5
129,82,-1,235,0.982979,0.962500,235,-1,235,0.982979,0.962500,9,4
129,31,-1,239,0.979079,0.975000,237,-1,237,0.983122,0.970833,7,4
129,54,-1,243,0.983539,0.995833,243,-1,243,0.983539,0.995833,1,4
129,22,-1,236,0.940678,0.925000,253,-1,253,0.936759,0.987500,3,16
129,78,-1,259,0.922780,0.995833,258,-1,258,0.922481,0.991667,2,20
129,64,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
129,14,-1,239,0.991632,0.987500,239,-1,239,0.995816,0.991667,2,1
129,90,-1,238,0.995798,0.987500,238,-1,238,0.995798,0.987500,3,1
130,18,-1,244,0.930328,0.945833,236,-1,236,0.983051,0.966667,8,4
130,49,-1,231,0.930736,0.895833,231,-1,231,0.982684,0.945833,13,4
130,94,-1,239,0.987448,0.983333,238,-1,238,0.987395,0.979167,5,3
130,22,-1,248,0.951613,0.983333,251,-1,251,0.952191,0.995833,1,12
130,7,-1,240,0.983333,0.983333,238,-1,238,0.983193,0.975000,6,4
130,40,-1,273,0.813187,0.925000,256,-1,256,0.929688,0.991667,2,18
130,82,-1,239,0.983264,0.979167,239,-1,239,0.983264,0.979167,5,4
130,75,-1,235,0.995745,0.975000,233,-1,233,0.995708,0.966667,8,1
130,46,-1,239,0.991632,0.987500,238,-1,238,0.991597,0.983333,4,2
130,84,-1,238,0.991597,0.983333,236,-1,236,0.995763,0.979167,5,1
131,20,-1,251,0.956175,1.000000,244,-1,244,0.975410,0.991667,2,6
131,26,-1,242,0.979339,0.987500,245,-1,245,0.959184,0.979167,5,10
131,54,-1,243,0.983539,0.995833,243,-1,243,0.983539,0.995833,1,4
131,53,-1,238,0.983193,0.975000,235,-1,235,0.987234,0.966667,8,3
131,71,-1,240,0.975000,0.975000,239,-1,239,0.979079,0.975000,6,5
131,75,-1,233,0.995708,0.966667,232,-1,232,0.995690,0.962500,9,1
131,95,-1,244,0.967213,0.983333,239,-1,239,0.974895,0.970833,7,6
131,94,-1,243,0.983539,0.995833,241,-1,241,0.983402,0.987500,3,4
131,2,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
131,7,-1,241,0.983402,0.987500,242,-1,242,0.983471,0.991667,2,4
132,19,-1,244,0.959016,0.975000,242,-1,242,0.979339,0.987500,3,5
132,61,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
132,66,-1,241,0.987552,0.991667,242,-1,242,0.987603,0.995833,1,3
132,62,-1,242,0.983471,0.991667,240,-1,240,0.987500,0.987500,3,3
132,29,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
132,17,-1,242,0.950413,0.958333,246,-1,246,0.955285,0.979167,5,11
132,52,-1,237,0.995781,0.983333,240,-1,240,0.995833,0.995833,1,1
132,93,-1,237,0.995781,0.983333,237,-1,237,0.995781,0.983333,4,1
132,77,-1,248,0.959677,0.991667,242,-1,242,0.975207,0.983333,4,6
132,83,-1,239,0.970711,0.966667,237,-1,237,0.978903,0.966667,8,5
133,99,-1,243,0.946502,0.958333,251,-1,251,0.936255,0.979167,5,16
133,64,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
133,85,-1,243,0.979424,0.991667,245,-1,245,0.979592,1.000000,0,5
133,2,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
133,98,-1,238,0.966387,0.958333,232,-1,232,0.978448,0.945833,13,5
133,5,-1,238,0.983193,0.975000,235,-1,235,0.991489,0.970833,7,2
133,92,-1,240,0.991667,0.991667,240,-1,240,0.987500,0.987500,3,3
133,24,-1,243,0.950617,0.962500,245,-1,245,0.951020,0.970833,7,12
133,22,-1,245,0.967347,0.987500,246,-1,246,0.963415,0.987500,3,9
133,66,-1,242,0.983471,0.991667,239,-1,239,0.991632,0.987500,3,2
134,39,-1,242,0.958678,0.966667,247,-1,247,0.955466,0.983333,4,11
134,98,-1,231,0.978355,0.941667,231,-1,231,0.982684,0.945833,13,4
134,99,-1,188,0.957447,0.750000,232,-1,232,0.948276,0.916667,20,12
134,31,-1,236,0.983051,0.966667,238,-1,238,0.983193,0.975000,6,4
134,80,-1,240,1.000000,1.000000,240,-1,240,1.000000,1.000000,0,0
