epoch,global_test_acc,global_test_loss,train_loss,clean_ratio,scoreA_clean_ratio,scoreA_precision,scoreA_recall,fedrn_clean_ratio,fedrn_precision,fedrn_recall,net2_clean_ratio,net2_precision,net2_recall,selection_precision,selection_recall,false_clean,missed_clean,neighbor_net2_used_ratio,neighbor_ft_ep,net2_ft_ep
26,27.910000,2.090746,1.654141,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
27,25.490000,2.071090,1.632727,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
28,29.930000,2.029347,1.610860,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
29,29.640000,2.040213,1.608360,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
30,26.460000,2.062275,1.622326,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
31,26.750000,2.041602,1.627073,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
32,28.620000,2.030947,1.631461,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
33,25.710000,2.084077,1.641336,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
34,28.210000,2.045908,1.596409,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
35,28.480000,2.057859,1.614681,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
36,28.390000,2.054275,1.593365,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
37,30.800000,2.007495,1.609979,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
38,30.450000,2.019413,1.600470,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
39,28.160000,2.044489,1.620216,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
40,24.800000,2.049433,1.610382,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
41,28.010000,2.027182,1.615860,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
42,30.910000,2.025113,1.571718,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
43,30.800000,2.043077,1.602875,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
44,29.940000,2.004135,1.606113,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
45,26.950000,2.027244,1.594405,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
46,27.390000,2.057338,1.577807,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
47,26.570000,2.060672,1.612656,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
48,25.370000,2.074935,1.574604,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
49,26.840000,2.093376,1.624378,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
50,25.860000,2.062177,1.586523,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
51,25.930000,2.082755,1.603753,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
52,27.310000,2.044944,1.573753,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
53,30.780000,2.007008,1.558829,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
54,25.880000,2.050007,1.538889,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
55,32.240000,1.995388,1.558820,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
56,24.440000,2.041983,1.561090,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
57,28.150000,2.038274,1.553207,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
58,28.830000,2.036985,1.585621,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
59,28.330000,2.018370,1.592512,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
60,28.550000,2.032250,1.565763,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
61,30.970000,2.043395,1.552619,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
62,25.290000,2.087387,1.537004,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
63,29.240000,2.015843,1.559809,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
64,26.400000,2.023211,1.569953,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
65,28.920000,2.014670,1.575224,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
66,30.760000,2.011624,1.546487,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
67,28.850000,2.010012,1.537901,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
68,30.510000,2.012993,1.563815,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
69,27.150000,2.047367,1.557376,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
70,29.010000,2.021072,1.554293,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
71,25.260000,2.054528,1.560144,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
72,26.240000,2.075190,1.554866,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
73,27.190000,2.062230,1.526944,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
74,25.500000,2.045342,1.513050,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
75,28.970000,2.033682,1.537966,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
76,29.910000,2.023355,1.557538,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
77,28.580000,2.055142,1.531010,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
78,28.180000,2.016684,1.534814,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
79,28.310000,2.045728,1.514610,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
80,28.090000,2.074027,1.540529,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
81,30.670000,2.036999,1.530765,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
82,29.210000,2.018498,1.533911,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
83,28.620000,2.048890,1.527315,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
84,29.500000,2.055142,1.524221,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
85,25.120000,2.093171,1.494961,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
86,28.630000,2.012805,1.499656,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
87,25.020000,2.082293,1.524697,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
88,25.540000,2.064217,1.504256,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
89,25.600000,2.071168,1.534379,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
90,26.920000,2.105318,1.494506,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
91,23.980000,2.116338,1.488649,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
92,22.480000,2.162056,1.508365,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
93,23.280000,2.135623,1.531196,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
94,25.390000,2.090229,1.529713,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
95,27.680000,2.056367,1.484161,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
96,28.140000,2.085360,1.507706,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
97,24.280000,2.125005,1.499945,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
98,24.690000,2.078200,1.528907,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
99,26.300000,2.078467,1.469168,1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,-1.000000,0,0,-1.000000,1,1
100,30.710000,1.975624,0.350939,0.613200,0.596000,0.929866,0.923667,0.613200,0.960535,0.981667,-1.000000,-1.000000,-1.000000,0.960535,0.981667,121,55,0.000000,1,1
101,28.690000,1.969574,0.427047,0.613800,0.609000,0.916913,0.930667,0.613800,0.957315,0.979333,-1.000000,-1.000000,-1.000000,0.957315,0.979333,131,62,0.000000,1,1
102,33.310000,2.005235,0.286991,0.612600,0.581800,0.960468,0.931333,0.612600,0.965393,0.985667,-1.000000,-1.000000,-1.000000,0.965393,0.985667,106,43,0.000000,1,1
103,27.960000,2.060132,0.390997,0.620600,0.601200,0.929474,0.931333,0.620600,0.946503,0.979000,-1.000000,-1.000000,-1.000000,0.946503,0.979000,166,63,0.000000,1,1
104,40.490000,1.711540,0.303727,0.609600,0.614800,0.935914,0.959000,0.609600,0.966535,0.982000,-1.000000,-1.000000,-1.000000,0.966535,0.982000,102,54,0.000000,1,1
105,37.100000,1.762507,0.420669,0.623600,0.623400,0.903754,0.939000,0.623600,0.949647,0.987000,-1.000000,-1.000000,-1.000000,0.949647,0.987000,157,39,0.000000,1,1
106,41.350000,1.703709,0.306348,0.614800,0.608800,0.957293,0.971333,0.614800,0.962915,0.986667,-1.000000,-1.000000,-1.000000,0.962915,0.986667,114,40,0.000000,1,1
107,31.510000,1.872714,0.340836,0.615000,0.616000,0.940584,0.965667,0.615000,0.962276,0.986333,-1.000000,-1.000000,-1.000000,0.962276,0.986333,116,41,0.000000,1,1
108,44.200000,1.648212,0.408532,0.622000,0.614200,0.942364,0.964667,0.622000,0.948875,0.983667,-1.000000,-1.000000,-1.000000,0.948875,0.983667,159,49,0.000000,1,1
109,30.600000,1.846346,0.299716,0.612800,0.615400,0.951251,0.975667,0.612800,0.971932,0.992667,-1.000000,-1.000000,-1.000000,0.971932,0.992667,86,22,0.000000,1,1
110,35.600000,1.676972,0.316729,0.612000,0.598000,0.958528,0.955333,0.612000,0.964379,0.983667,-1.000000,-1.000000,-1.000000,0.964379,0.983667,109,49,0.000000,1,1
111,38.580000,1.671699,0.271329,0.608000,0.613200,0.947489,0.968333,0.608000,0.972039,0.985000,-1.000000,-1.000000,-1.000000,0.972039,0.985000,85,45,0.000000,1,1
112,38.780000,1.680084,0.331499,0.614400,0.602000,0.951827,0.955000,0.614400,0.965495,0.988667,-1.000000,-1.000000,-1.000000,0.965495,0.988667,106,34,0.000000,1,1
113,37.170000,1.706754,0.305947,0.616200,0.616000,0.944805,0.970000,0.616200,0.965271,0.991333,-1.000000,-1.000000,-1.000000,0.965271,0.991333,107,26,0.000000,1,1
114,39.410000,1.613803,0.291095,0.608600,0.604800,0.954034,0.961667,0.608600,0.963851,0.977667,-1.000000,-1.000000,-1.000000,0.963851,0.977667,110,67,0.000000,1,1
115,33.640000,1.867323,0.306034,0.609800,0.604000,0.970861,0.977333,0.609800,0.972450,0.988333,-1.000000,-1.000000,-1.000000,0.972450,0.988333,84,35,0.000000,1,1
116,44.320000,1.550249,0.290178,0.611200,0.603800,0.960252,0.966333,0.611200,0.968914,0.987000,-1.000000,-1.000000,-1.000000,0.968914,0.987000,95,39,0.000000,1,1
117,44.560000,1.558336,0.278389,0.610400,0.602000,0.972425,0.975667,0.610400,0.969201,0.986000,-1.000000,-1.000000,-1.000000,0.969201,0.986000,94,42,0.000000,1,1
118,44.900000,1.596807,0.294086,0.611800,0.610200,0.943625,0.959667,0.611800,0.963714,0.982667,-1.000000,-1.000000,-1.000000,0.963714,0.982667,111,52,0.000000,1,1
119,46.660000,1.553780,0.262789,0.605800,0.608800,0.966491,0.980667,0.605800,0.977220,0.986667,-1.000000,-1.000000,-1.000000,0.977220,0.986667,69,40,0.000000,1,1
120,38.470000,1.678424,0.253377,0.600400,0.597800,0.980261,0.976667,0.600400,0.984677,0.985333,-1.000000,-1.000000,-1.000000,0.984677,0.985333,46,44,0.000000,1,1
121,42.510000,1.606345,0.277265,0.613200,0.609000,0.962562,0.977000,0.613200,0.966732,0.988000,-1.000000,-1.000000,-1.000000,0.966732,0.988000,102,36,0.000000,1,1
122,41.300000,1.665110,0.282494,0.606200,0.607400,0.959500,0.971333,0.606200,0.971297,0.981333,-1.000000,-1.000000,-1.000000,0.971297,0.981333,87,56,0.000000,1,1
123,46.050000,1.468498,0.311738,0.615200,0.612400,0.965382,0.985333,0.615200,0.964564,0.989000,-1.000000,-1.000000,-1.000000,0.964564,0.989000,109,33,0.000000,1,1
124,47.310000,1.455302,0.237575,0.599400,0.602000,0.978073,0.981333,0.599400,0.980314,0.979333,-1.000000,-1.000000,-1.000000,0.980314,0.979333,59,62,0.000000,1,1
125,45.450000,1.540869,0.228392,0.601200,0.589400,0.972175,0.955000,0.601200,0.976713,0.978667,-1.000000,-1.000000,-1.000000,0.976713,0.978667,70,64,0.000000,1,1
126,39.330000,1.706252,0.284147,0.601600,0.603000,0.975788,0.980667,0.601600,0.977726,0.980333,-1.000000,-1.000000,-1.000000,0.977726,0.980333,67,59,0.000000,1,1
127,39.200000,1.661622,0.264270,0.598600,0.602200,0.970442,0.974000,0.598600,0.981290,0.979000,-1.000000,-1.000000,-1.000000,0.981290,0.979000,56,63,0.000000,1,1
128,43.260000,1.577632,0.255742,0.602800,0.598800,0.978958,0.977000,0.602800,0.977107,0.981667,-1.000000,-1.000000,-1.000000,0.977107,0.981667,69,55,0.000000,1,1
129,46.200000,1.521438,0.202455,0.598200,0.601000,0.981697,0.983333,0.598200,0.983618,0.980667,-1.000000,-1.000000,-1.000000,0.983618,0.980667,49,58,0.000000,1,1
130,42.660000,1.575253,0.291433,0.602400,0.607400,0.951597,0.963333,0.602400,0.975432,0.979333,-1.000000,-1.000000,-1.000000,0.975432,0.979333,74,62,0.000000,1,1
131,42.660000,1.533798,0.210865,0.598600,0.599000,0.979299,0.977667,0.598600,0.981624,0.979333,-1.000000,-1.000000,-1.000000,0.981624,0.979333,55,62,0.000000,1,1
132,48.110000,1.434542,0.189119,0.598000,0.595000,0.981176,0.973000,0.598000,0.986957,0.983667,-1.000000,-1.000000,-1.000000,0.986957,0.983667,39,49,0.000000,1,1
133,44.150000,1.509139,0.203464,0.609800,0.609200,0.970453,0.985333,0.609800,0.974090,0.990000,-1.000000,-1.000000,-1.000000,0.974090,0.990000,79,30,0.000000,1,1
134,45.800000,1.523186,0.255144,0.610000,0.605800,0.973589,0.983000,0.610000,0.972131,0.988333,-1.000000,-1.000000,-1.000000,0.972131,0.988333,85,35,0.000000,1,1
135,46.890000,1.491966,0.184001,0.597600,0.600400,0.974350,0.975000,0.597600,0.984940,0.981000,-1.000000,-1.000000,-1.000000,0.984940,0.981000,45,57,0.000000,1,1
136,52.140000,1.330195,0.253150,0.604000,0.604400,0.973858,0.981000,0.604000,0.972517,0.979000,-1.000000,-1.000000,-1.000000,0.972517,0.979000,83,63,0.000000,1,1
