epoch,client_id,set_name,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9
104,24,final,0,0,0,0,150,161,0,0,0,0
105,15,scoreA,0,8,3,1,4,145,3,140,7,5
105,15,fedrn,0,0,0,0,0,157,0,156,0,1
105,15,final,0,0,0,0,0,157,0,156,0,1
105,5,scoreA,127,0,1,1,0,1,149,0,0,1
105,5,fedrn,139,0,0,0,0,0,155,0,0,0
105,5,final,139,0,0,0,0,0,155,0,0,0
105,48,scoreA,4,1,2,158,139,5,3,4,1,4
105,48,fedrn,0,0,0,160,152,1,0,0,0,0
105,48,final,0,0,0,160,152,1,0,0,0,0
105,26,scoreA,1,0,4,1,8,2,5,144,8,154
105,26,fedrn,0,0,0,0,0,0,0,147,0,160
105,26,final,0,0,0,0,0,0,0,147,0,160
105,91,scoreA,2,2,148,3,7,1,133,4,2,5
105,91,fedrn,0,0,158,0,2,0,149,0,0,0
105,91,final,0,0,158,0,2,0,149,0,0,0
105,65,scoreA,4,2,5,140,139,4,1,8,10,6
105,65,fedrn,0,0,1,158,155,0,0,2,1,0
105,65,final,0,0,1,158,155,0,0,2,1,0
105,19,scoreA,0,1,4,0,2,156,142,2,1,1
105,19,fedrn,0,0,0,0,0,159,147,0,0,0
105,19,final,0,0,0,0,0,159,147,0,0,0
105,59,scoreA,152,0,0,0,0,0,0,160,0,0
105,59,fedrn,152,0,0,0,0,0,0,160,0,0
105,59,final,152,0,0,0,0,0,0,160,0,0
105,11,scoreA,0,0,0,0,160,156,0,0,0,0
105,11,fedrn,0,0,0,0,166,157,0,0,0,0
105,11,final,0,0,0,0,166,157,0,0,0,0
105,55,scoreA,0,2,2,4,162,6,4,121,4,5
105,55,fedrn,0,0,0,0,171,0,0,152,0,0
105,55,final,0,0,0,0,171,0,0,152,0,0
106,35,scoreA,0,2,145,3,5,4,6,4,149,1
106,35,fedrn,0,0,154,0,0,0,0,0,149,0
106,35,final,0,0,154,0,0,0,0,0,149,0
106,71,scoreA,0,140,0,0,0,159,0,0,0,0
106,71,fedrn,0,145,0,0,0,161,0,0,0,0
106,71,final,0,145,0,0,0,161,0,0,0,0
106,4,scoreA,0,0,0,0,0,0,0,148,150,0
106,4,fedrn,0,0,0,0,0,0,0,148,150,0
106,4,final,0,0,0,0,0,0,0,148,150,0
106,26,scoreA,0,0,0,0,0,0,0,145,0,154
106,26,fedrn,0,0,0,0,0,0,0,153,0,160
106,26,final,0,0,0,0,0,0,0,153,0,160
106,59,scoreA,150,0,0,0,0,0,0,158,0,0
106,59,fedrn,150,0,0,0,0,0,0,159,0,0
106,59,final,150,0,0,0,0,0,0,159,0,0
106,13,scoreA,1,0,0,0,0,0,138,0,157,0
106,13,fedrn,0,0,0,0,0,0,138,0,160,0
106,13,final,0,0,0,0,0,0,138,0,160,0
106,39,scoreA,154,0,0,0,0,0,0,0,165,0
106,39,fedrn,154,0,0,0,0,0,0,0,168,0
106,39,final,154,0,0,0,0,0,0,0,168,0
106,24,scoreA,0,0,0,0,147,166,0,0,0,0
106,24,fedrn,0,0,0,0,151,171,0,0,0,0
106,24,final,0,0,0,0,151,171,0,0,0,0
106,66,scoreA,0,160,0,0,140,0,0,0,0,0
106,66,fedrn,0,160,0,0,144,0,0,0,0,0
106,66,final,0,160,0,0,144,0,0,0,0,0
106,54,scoreA,0,146,2,0,0,0,142,2,0,1
106,54,fedrn,0,152,0,0,0,0,147,0,0,0
106,54,final,0,152,0,0,0,0,147,0,0,0
107,83,scoreA,0,0,140,0,0,4,0,5,1,148
107,83,fedrn,0,0,149,0,0,0,0,0,0,158
107,83,final,0,0,149,0,0,0,0,0,0,158
107,8,scoreA,0,1,4,1,0,1,0,147,146,4
107,8,fedrn,0,0,0,0,0,0,0,153,146,0
107,8,final,0,0,0,0,0,0,0,153,146,0
107,68,scoreA,0,0,0,0,0,0,164,0,0,135
107,68,fedrn,0,0,0,0,0,0,162,0,0,146
107,68,final,0,0,0,0,0,0,162,0,0,146
107,31,scoreA,146,150,0,0,0,0,0,0,0,0
107,31,fedrn,153,159,0,0,0,0,0,0,0,0
107,31,final,153,159,0,0,0,0,0,0,0,0
107,9,scoreA,0,293,1,4,2,2,1,2,0,1
107,9,fedrn,0,300,0,0,0,0,0,0,0,0
107,9,final,0,300,0,0,0,0,0,0,0,0
107,57,scoreA,4,6,6,1,174,3,129,6,14,11
107,57,fedrn,0,0,0,0,180,0,136,1,1,3
107,57,final,0,0,0,0,180,0,136,1,1,3
107,72,scoreA,0,155,0,0,0,0,0,0,0,168
107,72,fedrn,0,158,0,0,0,0,0,0,0,169
107,72,final,0,158,0,0,0,0,0,0,0,169
107,75,scoreA,0,0,0,154,7,0,2,3,130,1
107,75,fedrn,0,0,0,157,0,0,0,0,138,0
107,75,final,0,0,0,157,0,0,0,0,138,0
107,6,scoreA,0,152,0,0,0,0,150,0,0,0
107,6,fedrn,0,152,0,0,0,0,151,0,0,0
107,6,final,0,152,0,0,0,0,151,0,0,0
107,91,scoreA,0,0,148,0,2,0,151,0,0,0
107,91,fedrn,0,0,159,0,1,0,143,0,0,0
107,91,final,0,0,159,0,1,0,143,0,0,0
108,71,scoreA,0,139,0,0,0,158,0,0,0,0
108,71,fedrn,0,143,0,0,0,159,0,0,0,0
108,71,final,0,143,0,0,0,159,0,0,0,0
108,70,scoreA,0,3,0,2,0,135,0,0,157,7
108,70,fedrn,0,0,0,0,0,141,0,0,160,0
108,70,final,0,0,0,0,0,141,0,0,160,0
108,72,scoreA,0,151,0,0,0,0,0,0,0,169
108,72,fedrn,0,157,0,0,0,0,0,0,0,170
108,72,final,0,157,0,0,0,0,0,0,0,170
108,44,scoreA,0,0,0,0,0,0,150,169,0,0
108,44,fedrn,0,0,0,0,0,0,154,169,0,0
108,44,final,0,0,0,0,0,0,154,169,0,0
108,67,scoreA,0,155,0,0,0,0,0,0,152,0
108,67,fedrn,0,163,0,0,0,0,0,0,139,0
108,67,final,0,163,0,0,0,0,0,0,139,0
108,73,scoreA,135,0,0,1,3,0,144,0,0,0
108,73,fedrn,147,0,0,0,0,0,146,0,0,0
108,73,final,147,0,0,0,0,0,146,0,0,0
108,93,scoreA,2,0,0,5,6,0,147,5,2,149
108,93,fedrn,0,0,0,0,0,0,156,0,0,156
108,93,final,0,0,0,0,0,0,156,0,0,156
108,65,scoreA,0,0,1,155,155,0,0,0,1,0
108,65,fedrn,0,0,1,154,160,0,0,0,0,0
108,65,final,0,0,1,154,160,0,0,0,0,0
108,39,scoreA,154,0,0,0,0,0,0,0,166,0
108,39,fedrn,154,0,0,0,0,0,0,0,167,0
108,39,final,154,0,0,0,0,0,0,0,167,0
108,10,scoreA,3,0,0,147,3,2,0,133,3,2
108,10,fedrn,0,0,0,153,0,0,0,161,0,0
108,10,final,0,0,0,153,0,0,0,161,0,0
109,74,scoreA,0,0,0,0,1,293,0,0,0,2
109,74,fedrn,0,0,0,0,0,300,0,0,0,0
109,74,final,0,0,0,0,0,300,0,0,0,0
109,83,scoreA,0,0,147,0,0,0,0,0,0,152
109,83,fedrn,0,0,149,0,0,0,0,0,0,155
109,83,final,0,0,149,0,0,0,0,0,0,155
109,6,scoreA,0,150,0,0,0,0,153,0,0,0
109,6,fedrn,0,151,0,0,0,0,147,0,0,0
109,6,final,0,151,0,0,0,0,147,0,0,0
109,85,scoreA,0,162,0,0,145,0,0,0,0,0
109,85,fedrn,0,161,0,0,145,0,0,0,0,0
109,85,final,0,161,0,0,145,0,0,0,0,0
109,38,scoreA,2,4,137,2,14,3,4,169,10,9
109,38,fedrn,0,0,145,0,0,0,1,175,0,0
109,38,final,0,0,145,0,0,0,1,175,0,0
109,56,scoreA,1,0,134,4,5,0,0,8,0,157
109,56,fedrn,0,0,142,0,0,0,0,0,0,165
109,56,final,0,0,142,0,0,0,0,0,0,165
109,94,scoreA,157,148,0,0,0,0,0,0,0,0
109,94,fedrn,158,150,0,0,0,0,0,0,0,0
109,94,final,158,150,0,0,0,0,0,0,0,0
109,91,scoreA,0,0,152,0,1,0,152,0,0,0
109,91,fedrn,0,0,155,0,0,0,155,0,0,0
109,91,final,0,0,155,0,0,0,155,0,0,0
109,63,scoreA,1,1,0,0,149,142,3,1,0,2
109,63,fedrn,0,0,0,0,152,158,0,0,0,0
109,63,final,0,0,0,0,152,158,0,0,0,0
109,0,scoreA,0,0,300,0,0,0,0,0,0,0
109,0,fedrn,0,0,300,0,0,0,0,0,0,0
109,0,final,0,0,300,0,0,0,0,0,0,0
110,47,scoreA,0,0,0,0,0,145,0,0,0,150
110,47,fedrn,0,0,0,0,0,147,0,0,0,150
110,47,final,0,0,0,0,0,147,0,0,0,150
110,53,scoreA,131,0,0,0,0,5,0,161,1,2
110,53,fedrn,139,0,0,0,0,0,0,170,0,0
110,53,final,139,0,0,0,0,0,0,170,0,0
110,62,scoreA,147,0,0,0,0,0,0,153,0,0
110,62,fedrn,150,0,0,0,0,0,0,162,0,0
110,62,final,150,0,0,0,0,0,0,162,0,0
110,41,scoreA,153,0,0,151,0,0,0,0,0,0
110,41,fedrn,150,0,0,160,0,0,0,0,0,0
110,41,final,150,0,0,160,0,0,0,0,0,0
110,55,scoreA,0,0,0,0,171,0,0,152,0,0
110,55,fedrn,0,0,0,0,171,0,0,152,0,0
110,55,final,0,0,0,0,171,0,0,152,0,0
110,90,scoreA,1,1,2,2,0,0,148,0,133,0
110,90,fedrn,0,0,0,0,0,0,147,0,148,0
110,90,final,0,0,0,0,0,0,147,0,148,0
110,35,scoreA,0,0,131,0,0,0,0,0,152,0
110,35,fedrn,0,0,144,0,0,0,0,0,156,0
110,35,final,0,0,144,0,0,0,0,0,156,0
110,1,scoreA,2,1,5,6,145,1,0,3,132,4
110,1,fedrn,0,0,0,0,149,0,0,0,145,0
110,1,final,0,0,0,0,149,0,0,0,145,0
110,8,scoreA,0,0,0,0,0,0,0,153,148,0
110,8,fedrn,0,0,0,0,0,0,0,153,146,0
110,8,final,0,0,0,0,0,0,0,153,146,0
110,50,scoreA,0,3,151,143,0,0,0,0,1,0
110,50,fedrn,0,0,164,157,0,0,0,0,0,0
110,50,final,0,0,164,157,0,0,0,0,0,0
111,42,scoreA,0,154,0,0,0,0,0,0,156,0
111,42,fedrn,0,158,0,0,0,0,0,0,156,0
111,42,final,0,158,0,0,0,0,0,0,156,0
111,73,scoreA,149,0,0,0,0,0,146,0,0,0
111,73,fedrn,149,0,0,0,0,0,145,0,0,0
111,73,final,149,0,0,0,0,0,145,0,0,0
111,62,scoreA,144,0,0,0,0,0,0,157,0,0
111,62,fedrn,145,0,0,0,0,0,0,168,0,0
111,62,final,145,0,0,0,0,0,0,168,0,0
111,4,scoreA,0,0,0,0,0,0,0,150,150,0
111,4,fedrn,0,0,0,0,0,0,0,151,148,0
111,4,final,0,0,0,0,0,0,0,151,148,0
111,16,scoreA,154,0,0,143,0,0,0,0,0,0
111,16,fedrn,156,0,0,143,0,0,0,0,0,0
111,16,final,156,0,0,143,0,0,0,0,0,0
111,27,scoreA,4,1,152,2,13,149,1,8,4,10
111,27,fedrn,0,0,159,0,1,152,0,0,0,0
111,27,final,0,0,159,0,1,152,0,0,0,0
111,21,scoreA,0,0,151,0,6,143,5,5,4,8
111,21,fedrn,0,0,148,0,0,156,0,0,0,1
111,21,final,0,0,148,0,0,156,0,0,0,1
111,61,scoreA,0,0,1,1,4,0,293,4,0,5
111,61,fedrn,0,0,0,0,0,0,300,0,0,0
111,61,final,0,0,0,0,0,0,300,0,0,0
111,22,scoreA,136,0,0,1,1,148,0,0,1,1
111,22,fedrn,149,0,0,0,0,156,0,0,0,0
111,22,final,149,0,0,0,0,156,0,0,0,0
111,25,scoreA,0,0,0,157,0,0,0,0,144,0
111,25,fedrn,0,0,0,158,0,0,0,0,141,0
111,25,final,0,0,0,158,0,0,0,0,141,0
112,47,scoreA,0,0,0,0,0,150,0,0,0,148
112,47,fedrn,0,0,0,0,0,152,0,0,0,149
112,47,final,0,0,0,0,0,152,0,0,0,149
112,35,scoreA,0,0,148,0,0,0,0,0,148,0
112,35,fedrn,0,0,146,0,0,0,0,0,154,0
112,35,final,0,0,146,0,0,0,0,0,154,0
112,99,scoreA,0,0,0,0,0,0,0,0,125,169
112,99,fedrn,0,0,0,0,0,0,0,0,142,171
112,99,final,0,0,0,0,0,0,0,0,142,171
112,9,scoreA,0,300,0,0,0,0,0,0,0,0
112,9,fedrn,0,300,0,0,0,0,0,0,0,0
112,9,final,0,300,0,0,0,0,0,0,0,0
112,27,scoreA,0,0,146,0,1,145,0,0,0,0
112,27,fedrn,0,0,164,0,0,156,0,0,0,0
112,27,final,0,0,164,0,0,156,0,0,0,0
112,12,scoreA,3,2,1,133,6,2,1,7,8,142
112,12,fedrn,0,0,0,151,0,0,0,0,0,152
112,12,final,0,0,0,151,0,0,0,0,0,152
112,30,scoreA,157,2,129,0,3,9,1,2,0,9
112,30,fedrn,159,0,145,0,0,0,0,0,0,0
112,30,final,159,0,145,0,0,0,0,0,0,0
112,11,scoreA,0,0,0,0,162,153,0,0,0,0
112,11,fedrn,0,0,0,0,161,155,0,0,0,0
112,11,final,0,0,0,0,161,155,0,0,0,0
112,13,scoreA,0,0,0,0,0,0,136,0,159,0
112,13,fedrn,0,0,0,0,0,0,136,0,157,0
112,13,final,0,0,0,0,0,0,136,0,157,0
112,37,scoreA,0,0,0,0,0,142,0,161,0,0
112,37,fedrn,0,0,0,0,0,160,0,162,0,0
112,37,final,0,0,0,0,0,160,0,162,0,0
113,69,scoreA,0,2,140,6,144,6,1,7,1,9
113,69,fedrn,0,0,158,0,159,0,0,0,0,1
113,69,final,0,0,158,0,159,0,0,0,0,1
113,87,scoreA,0,0,0,0,0,0,0,0,158,148
113,87,fedrn,0,0,0,0,0,0,0,0,157,162
113,87,final,0,0,0,0,0,0,0,0,157,162
113,23,scoreA,0,153,0,0,0,140,0,0,0,0
113,23,fedrn,0,152,0,0,0,150,0,0,0,0
113,23,final,0,152,0,0,0,150,0,0,0,0
113,88,scoreA,296,0,0,1,7,3,0,0,0,0
113,88,fedrn,300,0,0,0,0,0,0,0,0,0
113,88,final,300,0,0,0,0,0,0,0,0,0
113,60,scoreA,0,0,300,0,0,0,0,0,0,0
113,60,fedrn,0,0,300,0,0,0,0,0,0,0
113,60,final,0,0,300,0,0,0,0,0,0,0
113,94,scoreA,147,149,0,0,0,0,0,0,0,0
113,94,fedrn,150,149,0,0,0,0,0,0,0,0
113,94,final,150,149,0,0,0,0,0,0,0,0
113,6,scoreA,0,152,0,0,0,0,150,0,0,0
113,6,fedrn,0,151,0,0,0,0,149,0,0,0
113,6,final,0,151,0,0,0,0,149,0,0,0
113,65,scoreA,0,0,1,156,156,0,0,0,0,0
113,65,fedrn,0,0,1,159,155,0,0,0,0,0
113,65,final,0,0,1,159,155,0,0,0,0,0
113,7,scoreA,143,153,1,3,9,3,2,14,0,2
113,7,fedrn,155,153,0,0,0,0,0,0,0,0
113,7,final,155,153,0,0,0,0,0,0,0,0
113,24,scoreA,0,0,0,0,148,169,0,0,0,0
113,24,fedrn,0,0,0,0,149,171,0,0,0,0
113,24,final,0,0,0,0,149,171,0,0,0,0
114,8,scoreA,0,0,0,0,0,0,0,151,147,0
114,8,fedrn,0,0,0,0,0,0,0,151,149,0
114,8,final,0,0,0,0,0,0,0,151,149,0
114,38,scoreA,0,0,138,0,0,0,1,175,0,0
114,38,fedrn,0,0,142,0,0,0,1,175,0,0
114,38,final,0,0,142,0,0,0,1,175,0,0
114,34,scoreA,3,2,2,158,2,6,1,135,5,7
114,34,fedrn,0,0,0,164,0,0,0,137,0,0
114,34,final,0,0,0,164,0,0,0,137,0,0
114,26,scoreA,0,0,0,0,0,0,0,141,0,163
114,26,fedrn,0,0,0,0,0,0,0,149,0,168
114,26,final,0,0,0,0,0,0,0,149,0,168
114,36,scoreA,1,127,2,156,1,6,0,3,2,5
114,36,fedrn,0,131,0,158,0,0,0,0,0,0
114,36,final,0,131,0,158,0,0,0,0,0,0
114,61,scoreA,0,0,0,0,0,0,300,0,0,0
114,61,fedrn,0,0,0,0,0,0,300,0,0,0
114,61,final,0,0,0,0,0,0,300,0,0,0
114,13,scoreA,0,0,0,0,0,0,136,0,157,0
114,13,fedrn,0,0,0,0,0,0,136,0,157,0
114,13,final,0,0,0,0,0,0,136,0,157,0
114,63,scoreA,0,0,0,0,152,155,0,0,0,0
114,63,fedrn,0,0,0,0,147,164,0,0,0,0
114,63,final,0,0,0,0,147,164,0,0,0,0
114,11,scoreA,0,0,0,0,161,138,0,0,0,0
114,11,fedrn,0,0,0,0,166,151,0,0,0,0
114,11,final,0,0,0,0,166,151,0,0,0,0
114,28,scoreA,0,0,133,2,1,0,1,147,0,1
114,28,fedrn,0,0,151,0,0,0,0,146,0,0
114,28,final,0,0,151,0,0,0,0,146,0,0
115,24,scoreA,0,0,0,0,145,168,0,0,0,0
115,24,fedrn,0,0,0,0,147,170,0,0,0,0
115,24,final,0,0,0,0,147,170,0,0,0,0
115,34,scoreA,0,0,0,163,0,0,0,149,0,0
115,34,fedrn,0,0,0,165,0,0,0,158,0,0
115,34,final,0,0,0,165,0,0,0,158,0,0
115,85,scoreA,0,163,0,0,140,0,0,0,0,0
115,85,fedrn,0,159,0,0,143,0,0,0,0,0
115,85,final,0,159,0,0,143,0,0,0,0,0
115,62,scoreA,144,0,0,0,0,0,0,162,0,0
115,62,fedrn,141,0,0,0,0,0,0,155,0,0
115,62,final,141,0,0,0,0,0,0,155,0,0
115,73,scoreA,149,0,0,0,0,0,144,0,0,0
115,73,fedrn,149,0,0,0,0,0,143,0,0,0
115,73,final,149,0,0,0,0,0,143,0,0,0
115,88,scoreA,300,0,0,0,0,0,0,0,0,0
115,88,fedrn,300,0,0,0,0,0,0,0,0,0
115,88,final,300,0,0,0,0,0,0,0,0,0
115,41,scoreA,153,0,0,153,0,0,0,0,0,0
115,41,fedrn,153,0,0,152,0,0,0,0,0,0
115,41,final,153,0,0,152,0,0,0,0,0,0
115,94,scoreA,152,146,0,0,0,0,0,0,0,0
115,94,fedrn,151,148,0,0,0,0,0,0,0,0
115,94,final,151,148,0,0,0,0,0,0,0,0
115,15,scoreA,0,0,0,0,0,158,0,143,0,1
115,15,fedrn,0,0,0,0,0,159,0,151,0,0
115,15,final,0,0,0,0,0,159,0,151,0,0
115,77,scoreA,0,153,1,0,1,0,1,0,130,1
115,77,fedrn,0,159,0,0,0,0,0,0,146,0
115,77,final,0,159,0,0,0,0,0,0,146,0
116,47,scoreA,0,0,0,0,0,151,0,0,0,147
116,47,fedrn,0,0,0,0,0,152,0,0,0,148
116,47,final,0,0,0,0,0,152,0,0,0,148
116,59,scoreA,151,0,0,0,0,0,0,159,0,0
116,59,fedrn,147,0,0,0,0,0,0,158,0,0
116,59,final,147,0,0,0,0,0,0,158,0,0
116,43,scoreA,2,2,2,154,3,1,3,2,126,8
116,43,fedrn,0,0,0,155,0,0,0,0,135,0
116,43,final,0,0,0,155,0,0,0,0,135,0
116,33,scoreA,2,0,0,0,0,126,137,4,0,0
116,33,fedrn,0,0,0,0,0,143,155,0,0,0
116,33,final,0,0,0,0,0,143,155,0,0,0
116,4,scoreA,0,0,0,0,0,0,0,151,150,0
116,4,fedrn,0,0,0,0,0,0,0,151,147,0
116,4,final,0,0,0,0,0,0,0,151,147,0
116,99,scoreA,0,0,0,0,0,0,0,0,142,167
