epoch,train_loss,global_test_acc,global_test_loss,personal_apa,personal_loss,core_clean_ratio,recover_ratio,train_ratio,agreement_ratio,recovery_trigger,score_count,core_count,recover_count,new_recover_count,recover_pool_count,train_count,total_count,actual_train_clean_count,actual_round_clean_count,missed_clean_count,false_clean_count,total_wrong_count,actual_train_clean_ratio,clean_recall,recover_true_clean_count,recover_false_clean_count,recover_precision,new_recover_true_clean_count,new_recover_false_clean_count,new_recover_precision,recover_pool_true_clean_count,recover_pool_false_clean_count,recover_pool_precision
114,0.355857,51.100000,1.423283,0.000000,0.000000,0.628120,0.000040,0.628120,0.881920,1,15702,15703,1,1,6,15703,25000,14708,15312,604,995,1599,0.936636,0.960554,1,0,1.000000,1,0,1.000000,6,0,1.000000
115,0.352704,50.260000,1.432164,0.000000,0.000000,0.581160,0.000040,0.581160,0.873360,1,14528,14529,1,1,5,14529,25000,13392,14124,732,1137,1869,0.921743,0.948173,1,0,1.000000,1,0,1.000000,5,0,1.000000
116,0.368403,51.020000,1.418818,0.000000,0.000000,0.599080,0.000080,0.599080,0.880200,1,14975,14977,2,1,4,14977,25000,13740,14576,836,1237,2073,0.917407,0.942645,2,0,1.000000,1,0,1.000000,4,0,1.000000
117,0.288876,51.190000,1.409649,0.000000,0.000000,0.601360,0.000000,0.601360,0.910120,1,15034,15034,0,0,4,15034,25000,14118,14932,814,916,1730,0.939071,0.945486,0,0,0.000000,0,0,0.000000,4,0,1.000000
118,0.294886,51.110000,1.410595,0.000000,0.000000,0.573440,0.000080,0.573440,0.909120,1,14334,14336,2,1,4,14336,25000,13375,14140,765,961,1726,0.932966,0.945898,2,0,1.000000,1,0,1.000000,4,0,1.000000
119,0.360608,50.930000,1.432375,0.000000,0.000000,0.591200,0.000040,0.591200,0.876960,1,14779,14780,1,1,8,14780,25000,13609,14256,647,1171,1818,0.920771,0.954616,1,0,1.000000,1,0,1.000000,8,0,1.000000
120,0.294055,52.990000,1.376448,0.000000,0.000000,0.628400,0.000120,0.628400,0.900960,1,15707,15710,3,2,10,15710,25000,14728,15468,740,982,1722,0.937492,0.952159,3,0,1.000000,2,0,1.000000,10,0,1.000000
121,0.302886,52.430000,1.391763,0.000000,0.000000,0.599280,0.000200,0.599280,0.888320,1,14977,14982,5,3,12,14982,25000,13989,14892,903,993,1896,0.933720,0.939363,5,0,1.000000,3,0,1.000000,12,0,1.000000
122,0.320771,53.020000,1.374614,0.000000,0.000000,0.620400,0.000200,0.620400,0.861960,1,15505,15510,5,2,11,15510,25000,14594,15312,718,916,1634,0.940941,0.953109,5,0,1.000000,2,0,1.000000,11,0,1.000000
123,0.359103,51.880000,1.382920,0.000000,0.000000,0.566120,0.000160,0.566120,0.881080,1,14149,14153,4,3,12,14153,25000,12935,13636,701,1218,1919,0.913941,0.948592,4,0,1.000000,3,0,1.000000,12,0,1.000000
124,0.331777,52.470000,1.366832,0.000000,0.000000,0.621080,0.000080,0.621080,0.878280,1,15525,15527,2,0,9,15527,25000,14417,15128,711,1110,1821,0.928512,0.953001,2,0,1.000000,0,0,0.000000,9,0,1.000000
125,0.271263,52.520000,1.402421,0.000000,0.000000,0.607960,0.000040,0.607960,0.893800,1,15198,15199,1,1,13,15199,25000,14437,15336,899,762,1661,0.949865,0.941380,1,0,1.000000,1,0,1.000000,13,0,1.000000
126,0.257969,52.720000,1.378386,0.000000,0.000000,0.631880,0.000200,0.631880,0.900920,1,15792,15797,5,4,17,15797,25000,15255,16192,937,542,1479,0.965690,0.942132,5,0,1.000000,4,0,1.000000,17,0,1.000000
127,0.267542,53.500000,1.356378,0.000000,0.000000,0.580400,0.000120,0.580400,0.897280,1,14507,14510,3,2,14,14510,25000,13935,14480,545,575,1120,0.960372,0.962362,3,0,1.000000,2,0,1.000000,14,0,1.000000
128,0.301982,53.220000,1.358523,0.000000,0.000000,0.641880,0.000000,0.641880,0.878040,1,16047,16047,0,0,15,16047,25000,15367,16160,793,680,1473,0.957624,0.950928,0,0,0.000000,0,0,0.000000,15,0,1.000000
129,0.305281,51.260000,1.369640,0.000000,0.000000,0.573920,0.000440,0.573920,0.887880,1,14337,14348,11,7,21,14348,25000,13510,14500,990,838,1828,0.941595,0.931724,11,0,1.000000,7,0,1.000000,21,0,1.000000
130,0.273478,54.220000,1.337800,0.000000,0.000000,0.648960,0.000080,0.648960,0.901680,1,16222,16224,2,2,16,16224,25000,15427,16184,757,797,1554,0.950875,0.953225,2,0,1.000000,2,0,1.000000,16,0,1.000000
131,0.220588,53.900000,1.325342,0.000000,0.000000,0.623800,0.000320,0.623800,0.918080,1,15587,15595,8,2,25,15595,25000,15262,16316,1054,333,1387,0.978647,0.935401,8,0,1.000000,2,0,1.000000,25,0,1.000000
132,0.292163,53.260000,1.337946,0.000000,0.000000,0.618960,0.000040,0.618960,0.901960,1,15473,15474,1,1,16,15474,25000,14528,15408,880,946,1826,0.938865,0.942887,1,0,1.000000,1,0,1.000000,16,0,1.000000
133,0.331118,53.610000,1.344002,0.000000,0.000000,0.568720,0.000160,0.568720,0.879560,1,14214,14218,4,2,16,14218,25000,13039,13824,785,1179,1964,0.917077,0.943215,4,0,1.000000,2,0,1.000000,16,0,1.000000
134,0.283594,52.850000,1.355847,0.000000,0.000000,0.634640,0.000280,0.634640,0.899760,1,15859,15866,7,2,27,15866,25000,14934,15888,954,932,1886,0.941258,0.939955,7,0,1.000000,2,0,1.000000,27,0,1.000000
135,0.276781,52.570000,1.376466,0.000000,0.000000,0.601160,0.000120,0.601160,0.903560,1,15026,15029,3,2,21,15029,25000,14247,15060,813,782,1595,0.947967,0.946016,3,0,1.000000,2,0,1.000000,21,0,1.000000
136,0.282206,53.500000,1.320766,0.000000,0.000000,0.631160,0.000240,0.631160,0.873200,1,15773,15779,6,2,26,15779,25000,15065,15724,659,714,1373,0.954750,0.958090,6,0,1.000000,2,0,1.000000,26,0,1.000000
137,0.292366,53.830000,1.323574,0.000000,0.000000,0.586840,0.000120,0.586840,0.884960,1,14668,14671,3,3,21,14671,25000,13840,14692,852,831,1683,0.943358,0.942009,3,0,1.000000,3,0,1.000000,21,0,1.000000
138,0.278941,54.400000,1.325251,0.000000,0.000000,0.602880,0.000160,0.602880,0.901600,1,15068,15072,4,2,27,15072,25000,14268,15136,868,804,1672,0.946656,0.942653,4,0,1.000000,2,0,1.000000,27,0,1.000000
139,0.248086,54.570000,1.313777,0.000000,0.000000,0.610000,0.000280,0.610000,0.906960,1,15243,15250,7,5,38,15250,25000,14588,15128,540,662,1202,0.956590,0.964305,7,0,1.000000,5,0,1.000000,38,0,1.000000
140,0.307345,53.910000,1.311350,0.000000,0.000000,0.593720,0.000440,0.593720,0.881200,1,14832,14843,11,7,30,14843,25000,13973,14832,859,870,1729,0.941387,0.942085,11,0,1.000000,7,0,1.000000,30,0,1.000000
141,0.243908,54.120000,1.330562,0.000000,0.000000,0.629200,0.000240,0.629200,0.896400,1,15724,15730,6,2,38,15730,25000,15189,16284,1095,541,1636,0.965607,0.932756,6,0,1.000000,2,0,1.000000,38,0,1.000000
142,0.298122,54.020000,1.309692,0.000000,0.000000,0.589840,0.000400,0.589840,0.888600,1,14736,14746,10,5,35,14746,25000,13896,14652,756,850,1606,0.942357,0.948403,10,0,1.000000,5,0,1.000000,35,0,1.000000
143,0.221755,54.990000,1.304113,0.000000,0.000000,0.608080,0.000600,0.608080,0.924640,1,15187,15202,15,6,35,15202,25000,14721,15872,1151,481,1632,0.968359,0.927482,15,0,1.000000,6,0,1.000000,35,0,1.000000
144,0.232186,54.830000,1.309383,0.000000,0.000000,0.609360,0.000560,0.609360,0.910840,1,15220,15234,14,8,55,15234,25000,14702,15512,810,532,1342,0.965078,0.947782,14,0,1.000000,8,0,1.000000,55,0,1.000000
145,0.275456,55.140000,1.295912,0.000000,0.000000,0.622240,0.000200,0.622240,0.894320,1,15551,15556,5,4,54,15556,25000,14874,15656,782,682,1464,0.956158,0.950051,4,1,0.800000,3,1,0.750000,53,1,0.981481
146,0.264898,53.510000,1.329370,0.000000,0.000000,0.620960,0.000400,0.620960,0.903160,1,15514,15524,10,5,61,15524,25000,14808,15700,892,716,1608,0.953878,0.943185,10,0,1.000000,5,0,1.000000,61,0,1.000000
147,0.259304,53.370000,1.318904,0.000000,0.000000,0.593160,0.000480,0.593160,0.904680,1,14817,14829,12,8,50,14829,25000,14331,14896,565,498,1063,0.966417,0.962070,11,1,0.916667,7,1,0.875000,49,1,0.980000
148,0.277721,53.530000,1.316492,0.000000,0.000000,0.597760,0.000600,0.597760,0.906120,1,14929,14944,15,8,67,14944,25000,14311,14904,593,633,1226,0.957642,0.960212,14,1,0.933333,8,0,1.000000,65,2,0.970149
149,0.286511,56.770000,1.260261,0.000000,0.000000,0.584720,0.000280,0.584720,0.903160,1,14611,14618,7,2,44,14618,25000,13797,14560,763,821,1584,0.943836,0.947596,6,1,0.857143,2,0,1.000000,43,1,0.977273
150,0.278560,53.370000,1.325096,0.000000,0.000000,0.562960,0.000640,0.562960,0.886240,1,14058,14074,16,5,61,14074,25000,13428,14140,712,646,1358,0.954100,0.949646,15,1,0.937500,5,0,1.000000,60,1,0.983607
151,0.277089,54.730000,1.286245,0.000000,0.000000,0.637520,0.000840,0.637520,0.910040,1,15917,15938,21,13,71,15938,25000,15028,15876,848,910,1758,0.942904,0.946586,20,1,0.952381,13,0,1.000000,69,2,0.971831
152,0.282285,53.840000,1.322733,0.000000,0.000000,0.614160,0.000360,0.614160,0.892640,1,15345,15354,9,1,57,15354,25000,14398,14888,490,956,1446,0.937736,0.967088,8,1,0.888889,1,0,1.000000,55,2,0.964912
153,0.228146,53.590000,1.315814,0.000000,0.000000,0.602000,0.000840,0.602000,0.916920,1,15029,15050,21,7,65,15050,25000,14450,15352,902,600,1502,0.960133,0.941245,21,0,1.000000,7,0,1.000000,65,0,1.000000
154,0.233626,56.830000,1.254041,0.000000,0.000000,0.562200,0.000320,0.562200,0.916840,1,14047,14055,8,5,52,14055,25000,13657,14324,667,398,1065,0.971683,0.953435,7,1,0.875000,5,0,1.000000,50,2,0.961538
155,0.257261,55.600000,1.279132,0.000000,0.000000,0.587640,0.000680,0.587640,0.909640,1,14674,14691,17,7,77,14691,25000,14109,14832,723,582,1305,0.960384,0.951254,16,1,0.941176,7,0,1.000000,76,1,0.987013
156,0.245661,56.410000,1.255658,0.000000,0.000000,0.601360,0.000280,0.601360,0.911640,1,15027,15034,7,2,85,15034,25000,14421,15128,707,613,1320,0.959226,0.953265,7,0,1.000000,2,0,1.000000,85,0,1.000000
157,0.303548,55.760000,1.259566,0.000000,0.000000,0.541640,0.000960,0.541640,0.869720,1,13517,13541,24,7,78,13541,25000,12809,13596,787,732,1519,0.945942,0.942115,22,2,0.916667,7,0,1.000000,76,2,0.974359
158,0.262278,56.120000,1.265112,0.000000,0.000000,0.619040,0.000480,0.619040,0.888800,1,15464,15476,12,3,74,15476,25000,14802,15632,830,674,1504,0.956449,0.946904,11,1,0.916667,3,0,1.000000,73,1,0.986486
159,0.206236,55.250000,1.275217,0.000000,0.000000,0.564280,0.000560,0.564280,0.913280,1,14093,14107,14,2,92,14107,25000,13649,14344,695,458,1153,0.967534,0.951548,13,1,0.928571,2,0,1.000000,90,2,0.978261
160,0.223441,56.500000,1.264074,0.000000,0.000000,0.588800,0.000600,0.588800,0.902480,1,14705,14720,15,9,83,14720,25000,14190,14848,658,530,1188,0.963995,0.955684,15,0,1.000000,9,0,1.000000,83,0,1.000000
161,0.221149,55.680000,1.289905,0.000000,0.000000,0.607080,0.000480,0.607080,0.920160,1,15165,15177,12,2,94,15177,25000,14644,15604,960,533,1493,0.964881,0.938477,12,0,1.000000,2,0,1.000000,94,0,1.000000
162,0.209966,55.020000,1.285336,0.000000,0.000000,0.588840,0.000400,0.588840,0.934920,1,14711,14721,10,3,67,14721,25000,14273,14924,651,448,1099,0.969567,0.956379,9,1,0.900000,3,0,1.000000,66,1,0.985075
163,0.284795,58.030000,1.211714,0.000000,0.000000,0.615960,0.000520,0.615960,0.903040,1,15386,15399,13,5,89,15399,25000,14560,15304,744,839,1583,0.945516,0.951385,11,2,0.846154,4,1,0.800000,87,2,0.977528
164,0.224055,55.410000,1.262744,0.000000,0.000000,0.605600,0.000720,0.605600,0.908280,1,15122,15140,18,7,90,15140,25000,14590,15168,578,550,1128,0.963672,0.961893,17,1,0.944444,7,0,1.000000,89,1,0.988889
165,0.265351,55.880000,1.279160,0.000000,0.000000,0.590120,0.000400,0.590120,0.891640,1,14743,14753,10,3,123,14753,25000,14004,14716,712,749,1461,0.949231,0.951617,9,1,0.900000,3,0,1.000000,121,2,0.983740
166,0.244190,54.110000,1.290801,0.000000,0.000000,0.616880,0.000480,0.616880,0.910600,1,15410,15422,12,5,90,15422,25000,14959,15860,901,463,1364,0.969978,0.943190,11,1,0.916667,5,0,1.000000,88,2,0.977778
167,0.251647,56.360000,1.250070,0.000000,0.000000,0.622960,0.000920,0.622960,0.918080,1,15551,15574,23,3,125,15574,25000,14857,15580,723,717,1440,0.953962,0.953594,23,0,1.000000,3,0,1.000000,125,0,1.000000
168,0.187448,54.890000,1.255031,0.000000,0.000000,0.611520,0.000800,0.611520,0.918040,1,15268,15288,20,1,99,15288,25000,14990,15800,810,298,1108,0.980508,0.948734,19,1,0.950000,1,0,1.000000,98,1,0.989899
169,0.229067,54.330000,1.274015,0.000000,0.000000,0.620320,0.000720,0.620320,0.896280,1,15490,15508,18,2,103,15508,25000,15022,15920,898,486,1384,0.968661,0.943593,17,1,0.944444,2,0,1.000000,102,1,0.990291
170,0.194809,54.490000,1.279978,0.000000,0.000000,0.587280,0.000760,0.587280,0.935360,1,14663,14682,19,3,121,14682,25000,14333,15156,823,349,1172,0.976229,0.945698,18,1,0.947368,3,0,1.000000,118,3,0.975207
171,0.237871,56.880000,1.234676,0.000000,0.000000,0.604480,0.000840,0.604480,0.911520,1,15091,15112,21,6,116,15112,25000,14570,15296,726,542,1268,0.964134,0.952537,20,1,0.952381,6,0,1.000000,114,2,0.982759
172,0.194699,57.720000,1.211696,0.000000,0.000000,0.613960,0.000760,0.613960,0.914760,1,15330,15349,19,8,110,15349,25000,14939,15540,601,410,1011,0.973288,0.961326,18,1,0.947368,8,0,1.000000,109,1,0.990909
173,0.240728,55.530000,1.261295,0.000000,0.000000,0.641120,0.001280,0.641120,0.906520,1,15996,16028,32,12,142,16028,25000,15307,16228,921,721,1642,0.955016,0.943246,32,0,1.000000,12,0,1.000000,141,1,0.992958
174,0.247639,57.210000,1.240816,0.000000,0.000000,0.593480,0.000960,0.593480,0.895640,1,14813,14837,24,6,145,14837,25000,14231,14868,637,606,1243,0.959156,0.957156,23,1,0.958333,6,0,1.000000,143,2,0.986207
175,0.222236,56.610000,1.238832,0.000000,0.000000,0.620520,0.000560,0.620520,0.907520,1,15499,15513,14,4,135,15513,25000,15101,15652,551,412,963,0.973442,0.964797,13,1,0.928571,4,0,1.000000,133,2,0.985185
176,0.239047,57.380000,1.214411,0.000000,0.000000,0.610480,0.000960,0.610480,0.911240,1,15238,15262,24,9,132,15262,25000,14739,15392,653,523,1176,0.965732,0.957575,23,1,0.958333,9,0,1.000000,131,1,0.992424
177,0.219248,55.820000,1.269848,0.000000,0.000000,0.605320,0.000480,0.605320,0.926640,1,15121,15133,12,1,136,15133,25000,14597,15212,615,536,1151,0.964581,0.959571,11,1,0.916667,1,0,1.000000,135,1,0.992647
178,0.152281,55.890000,1.248484,0.000000,0.000000,0.620600,0.000880,0.620600,0.927240,1,15493,15515,22,6,126,15515,25000,15272,16024,752,243,995,0.984338,0.953070,22,0,1.000000,6,0,1.000000,126,0,1.000000
179,0.242088,56.750000,1.242143,0.000000,0.000000,0.573320,0.000720,0.573320,0.908960,1,14315,14333,18,9,125,14333,25000,13678,14640,962,655,1617,0.954301,0.934290,17,1,0.944444,9,0,1.000000,124,1,0.992000
180,0.203095,57.780000,1.216043,0.000000,0.000000,0.645960,0.000640,0.645960,0.929480,1,16133,16149,16,4,150,16149,25000,15709,16656,947,440,1387,0.972754,0.943144,16,0,1.000000,4,0,1.000000,149,1,0.993333
181,0.242472,56.370000,1.257992,0.000000,0.000000,0.578680,0.000560,0.578680,0.907640,1,14453,14467,14,6,161,14467,25000,13846,14876,1030,621,1651,0.957075,0.930761,14,0,1.000000,6,0,1.000000,161,0,1.000000
182,0.218615,56.930000,1.220908,0.000000,0.000000,0.573760,0.001000,0.573760,0.926880,1,14319,14344,25,9,142,14344,25000,13968,14516,548,376,924,0.973787,0.962249,24,1,0.960000,9,0,1.000000,140,2,0.985915
183,0.204752,58.410000,1.198704,0.000000,0.000000,0.610720,0.000360,0.610720,0.921160,1,15259,15268,9,1,143,15268,25000,14920,15776,856,348,1204,0.977207,0.945740,8,1,0.888889,1,0,1.000000,141,2,0.986014
184,0.219071,55.240000,1.238087,0.000000,0.000000,0.632800,0.000480,0.632800,0.908200,1,15808,15820,12,4,153,15820,25000,15331,15952,621,489,1110,0.969090,0.961071,12,0,1.000000,4,0,1.000000,153,0,1.000000
185,0.216696,56.740000,1.239712,0.000000,0.000000,0.594000,0.001480,0.594000,0.918880,1,14813,14850,37,12,180,14850,25000,14397,15168,771,453,1224,0.969495,0.949169,35,2,0.945946,12,0,1.000000,177,3,0.983333
186,0.226066,55.880000,1.239420,0.000000,0.000000,0.582880,0.001000,0.582880,0.916560,1,14547,14572,25,10,174,14572,25000,13951,14528,577,621,1198,0.957384,0.960284,24,1,0.960000,10,0,1.000000,173,1,0.994253
187,0.228672,55.770000,1.285116,0.000000,0.000000,0.605160,0.000760,0.605160,0.921000,1,15110,15129,19,9,131,15129,25000,14370,15008,638,759,1397,0.949831,0.957489,18,1,0.947368,9,0,1.000000,129,2,0.984733
188,0.211226,56.080000,1.239737,0.000000,0.000000,0.569760,0.000760,0.569760,0.930600,1,14225,14244,19,4,148,14244,25000,13725,14416,691,519,1210,0.963564,0.952067,17,2,0.894737,4,0,1.000000,146,2,0.986486
189,0.213491,53.820000,1.300705,0.000000,0.000000,0.598920,0.000480,0.598920,0.933800,1,14961,14973,12,3,159,14973,25000,14322,15196,874,651,1525,0.956522,0.942485,12,0,1.000000,3,0,1.000000,159,0,1.000000
190,0.218265,56.630000,1.237294,0.000000,0.000000,0.609240,0.000960,0.609240,0.926320,1,15207,15231,24,8,177,15231,25000,14853,15500,647,378,1025,0.975182,0.958258,24,0,1.000000,8,0,1.000000,176,1,0.994350
191,0.204782,57.160000,1.224675,0.000000,0.000000,0.620880,0.000920,0.620880,0.923560,1,15499,15522,23,7,188,15522,25000,14990,15520,530,532,1062,0.965726,0.965851,23,0,1.000000,7,0,1.000000,188,0,1.000000
192,0.170227,56.430000,1.226715,0.000000,0.000000,0.649560,0.000480,0.649560,0.941560,1,16227,16239,12,5,194,16239,25000,15930,16612,682,309,991,0.980972,0.958945,12,0,1.000000,5,0,1.000000,194,0,1.000000
193,0.245484,55.520000,1.242886,0.000000,0.000000,0.576800,0.000800,0.576800,0.896480,1,14400,14420,20,8,160,14420,25000,13809,14676,867,611,1478,0.957628,0.940924,19,1,0.950000,8,0,1.000000,157,3,0.981250
194,0.211735,55.300000,1.291224,0.000000,0.000000,0.580680,0.000960,0.580680,0.921360,1,14493,14517,24,6,194,14517,25000,13972,14628,656,545,1201,0.962458,0.955154,23,1,0.958333,6,0,1.000000,193,1,0.994845
195,0.237865,57.170000,1.208546,0.000000,0.000000,0.580360,0.000360,0.580360,0.922560,1,14500,14509,9,4,178,14509,25000,13882,14524,642,627,1269,0.956785,0.955797,8,1,0.888889,3,1,0.750000,177,1,0.994382
196,0.231324,55.400000,1.245086,0.000000,0.000000,0.590920,0.000960,0.590920,0.919000,1,14749,14773,24,6,207,14773,25000,14144,14928,784,629,1413,0.957422,0.947481,23,1,0.958333,6,0,1.000000,205,2,0.990338
197,0.242285,58.400000,1.171128,0.000000,0.000000,0.545760,0.000880,0.545760,0.898640,1,13622,13644,22,1,190,13644,25000,13037,13848,811,607,1418,0.955512,0.941436,21,1,0.954545,1,0,1.000000,188,2,0.989474
198,0.212756,57.180000,1.211342,0.000000,0.000000,0.564480,0.000480,0.564480,0.915880,1,14100,14112,12,1,142,14112,25000,13597,14348,751,515,1266,0.963506,0.947658,11,1,0.916667,1,0,1.000000,141,1,0.992958
199,0.201982,56.360000,1.232196,0.000000,0.000000,0.590320,0.000840,0.590320,0.919240,1,14737,14758,21,7,163,14758,25000,14203,15028,825,555,1380,0.962393,0.945102,20,1,0.952381,7,0,1.000000,161,2,0.987730
200,0.213299,56.750000,1.218312,0.000000,0.000000,0.607080,0.001480,0.607080,0.921640,1,15140,15177,37,15,217,15177,25000,14647,15468,821,530,1351,0.965079,0.946923,37,0,1.000000,15,0,1.000000,216,1,0.995392
201,0.226512,56.880000,1.220334,0.000000,0.000000,0.603960,0.000960,0.603960,0.921400,1,15075,15099,24,6,180,15099,25000,14519,15384,865,580,1445,0.961587,0.943773,22,2,0.916667,5,1,0.833333,176,4,0.977778
202,0.220397,58.350000,1.189183,0.000000,0.000000,0.615520,0.001040,0.615520,0.910880,1,15362,15388,26,5,232,15388,25000,14881,15768,887,507,1394,0.967052,0.943747,26,0,1.000000,5,0,1.000000,231,1,0.995690
203,0.213796,59.510000,1.158508,0.000000,0.000000,0.577040,0.001160,0.577040,0.925320,1,14397,14426,29,6,237,14426,25000,13864,14580,716,562,1278,0.961043,0.950892,29,0,1.000000,6,0,1.000000,235,2,0.991561
204,0.222427,57.240000,1.215008,0.000000,0.000000,0.583040,0.000760,0.583040,0.921600,1,14557,14576,19,2,178,14576,25000,14017,14576,559,559,1118,0.961649,0.961649,17,2,0.894737,2,0,1.000000,175,3,0.983146
205,0.256392,58.670000,1.170278,0.000000,0.000000,0.566680,0.002000,0.566680,0.906160,1,14117,14167,50,14,250,14167,25000,13315,13972,657,852,1509,0.939860,0.952977,49,1,0.980000,14,0,1.000000,248,2,0.992000
206,0.193544,57.510000,1.198922,0.000000,0.000000,0.588400,0.002040,0.588400,0.913920,1,14659,14710,51,13,259,14710,25000,14352,14864,512,358,870,0.975663,0.965554,50,1,0.980392,13,0,1.000000,257,2,0.992278
207,0.244903,57.680000,1.191743,0.000000,0.000000,0.587600,0.000720,0.587600,0.907600,1,14672,14690,18,5,197,14690,25000,13905,14564,659,785,1444,0.946562,0.954751,17,1,0.944444,5,0,1.000000,195,2,0.989848
208,0.197870,58.070000,1.192237,0.000000,0.000000,0.628640,0.000960,0.628640,0.919680,1,15692,15716,24,5,223,15716,25000,15416,15888,472,300,772,0.980911,0.970292,23,1,0.958333,5,0,1.000000,220,3,0.986547
209,0.235263,57.150000,1.224483,0.000000,0.000000,0.604360,0.001760,0.604360,0.915480,1,15065,15109,44,11,279,15109,25000,14303,15040,737,806,1543,0.946654,0.950997,43,1,0.977273,11,0,1.000000,276,3,0.989247
210,0.227408,56.840000,1.217848,0.000000,0.000000,0.584120,0.000840,0.584120,0.909800,1,14582,14603,21,4,238,14603,25000,14200,14892,692,403,1095,0.972403,0.953532,20,1,0.952381,4,0,1.000000,236,2,0.991597
211,0.195034,59.150000,1.179264,0.000000,0.000000,0.581760,0.001240,0.581760,0.924880,1,14513,14544,31,3,245,14544,25000,14187,15032,845,357,1202,0.975454,0.943787,29,2,0.935484,3,0,1.000000,241,4,0.983673
212,0.191610,55.760000,1.249730,0.000000,0.000000,0.569680,0.001240,0.569680,0.924320,1,14211,14242,31,8,250,14242,25000,13894,14496,602,348,950,0.975565,0.958471,30,1,0.967742,8,0,1.000000,246,4,0.984000
213,0.231552,57.380000,1.202806,0.000000,0.000000,0.616560,0.001280,0.616560,0.923280,1,15382,15414,32,4,235,15414,25000,14657,15512,855,757,1612,0.950889,0.944881,29,3,0.906250,4,0,1.000000,231,4,0.982979
214,0.246363,57.270000,1.227241,0.000000,0.000000,0.594520,0.001240,0.594520,0.912240,1,14832,14863,31,6,258,14863,25000,14044,14716,672,819,1491,0.944897,0.954335,30,1,0.967742,6,0,1.000000,257,1,0.996124
215,0.197940,57.480000,1.198587,0.000000,0.000000,0.601760,0.001520,0.601760,0.921840,1,15006,15044,38,6,266,15044,25000,14518,15384,866,526,1392,0.965036,0.943708,35,3,0.921053,5,1,0.833333,262,4,0.984962
216,0.204748,59.350000,1.156643,0.000000,0.000000,0.570040,0.001440,0.570040,0.899880,1,14215,14251,36,9,284,14251,25000,13926,14680,754,325,1079,0.977195,0.948638,34,2,0.944444,9,0,1.000000,281,3,0.989437
217,0.200095,57.160000,1.222505,0.000000,0.000000,0.600960,0.001680,0.600960,0.925360,1,14982,15024,42,16,286,15024,25000,14464,15176,712,560,1272,0.962726,0.953084,41,1,0.976190,16,0,1.000000,283,3,0.989510
218,0.207526,58.440000,1.187618,0.000000,0.000000,0.627600,0.002040,0.627600,0.918880,1,15639,15690,51,8,404,15690,25000,15315,16036,721,375,1096,0.976099,0.955039,50,1,0.980392,8,0,1.000000,400,4,0.990099
219,0.172249,57.360000,1.189871,0.000000,0.000000,0.614520,0.001160,0.614520,0.935960,1,15334,15363,29,3,274,15363,25000,15062,15604,542,301,843,0.980407,0.965265,27,2,0.931034,3,0,1.000000,270,4,0.985401
220,0.189886,57.790000,1.195284,0.000000,0.000000,0.596920,0.001240,0.596920,0.927880,1,14892,14923,31,6,313,14923,25000,14561,14996,435,362,797,0.975742,0.970992,29,2,0.935484,6,0,1.000000,309,4,0.987220
221,0.229126,55.250000,1.228271,0.000000,0.000000,0.636760,0.001760,0.636760,0.912720,1,15875,15919,44,10,287,15919,25000,15395,15896,501,524,1025,0.967083,0.968483,40,4,0.909091,10,0,1.000000,282,5,0.982578
222,0.181734,59.810000,1.153793,0.000000,0.000000,0.594920,0.001560,0.594920,0.943040,1,14834,14873,39,14,278,14873,25000,14577,15276,699,296,995,0.980098,0.954242,37,2,0.948718,14,0,1.000000,275,3,0.989209
223,0.198618,58.070000,1.211600,0.000000,0.000000,0.619800,0.001240,0.619800,0.932280,1,15464,15495,31,6,284,15495,25000,14957,15608,651,538,1189,0.965279,0.958291,30,1,0.967742,6,0,1.000000,283,1,0.996479
224,0.170309,57.780000,1.230972,0.000000,0.000000,0.624640,0.001240,0.624640,0.934160,1,15585,15616,31,8,257,15616,25000,15314,15780,466,302,768,0.980661,0.970469,31,0,1.000000,8,0,1.000000,256,1,0.996109
225,0.189115,57.840000,1.198509,0.000000,0.000000,0.632840,0.001040,0.632840,0.920120,1,15795,15821,26,5,276,15821,25000,15454,16064,610,367,977,0.976803,0.962027,23,3,0.884615,5,0,1.000000,271,5,0.981884
226,0.179431,57.850000,1.205144,0.000000,0.000000,0.642640,0.001520,0.642640,0.935920,1,16028,16066,38,14,368,16066,25000,15637,16180,543,429,972,0.973298,0.966440,37,1,0.973684,14,0,1.000000,366,2,0.994565
227,0.215122,59.000000,1.172058,0.000000,0.000000,0.650400,0.001440,0.650400,0.930000,1,16224,16260,36,10,318,16260,25000,15568,16040,472,692,1164,0.957442,0.970574,32,4,0.888889,8,2,0.800000,313,5,0.984277
228,0.207745,56.030000,1.220913,0.000000,0.000000,0.632080,0.000960,0.632080,0.899360,1,15778,15802,24,2,303,15802,25000,15292,15896,604,510,1114,0.967726,0.962003,23,1,0.958333,2,0,1.000000,299,4,0.986799
229,0.240444,58.090000,1.189466,0.000000,0.000000,0.602480,0.001080,0.602480,0.915760,1,15035,15062,27,4,269,15062,25000,14288,14928,640,774,1414,0.948612,0.957128,26,1,0.962963,4,0,1.000000,265,4,0.985130
230,0.206110,56.700000,1.211047,0.000000,0.000000,0.619360,0.001080,0.619360,0.928640,1,15457,15484,27,5,271,15484,25000,14765,15392,627,719,1346,0.953565,0.959265,26,1,0.962963,5,0,1.000000,268,3,0.988930
